DOI,Title,Authors,Year,Abstract,Include,Reason,Data Source
10.1109/MetroAgriFor55389.2022.9964755,Evaluation of remotely-sensed evapotranspiration datasets at different spatial and temporal scales at forest and grassland sites in Italy,D. De Santis; C. D'Amato; P. Bartkowiak; S. Azimi; M. Castelli; R. Rigon; C. Massari,2022,"Remote sensing measurements offer great potential to quantify evapotranspiration (ET) more accurately. This work assesses several remotely-sensed ET datasets at high, medium and coarse scale through a comparison with eddy covariance (EC) measurements. In particular, daily retrievals obtained from the Sen-ET model and the ECOSTRESS ET product, both having resolutions of tens of meters, were considered. In addition, 3-km daily ET estimates derived from SEVIRI were analyzed, together with 8-day MODIS ET composites at 500-m spatial resolution. The remotely-sensed actual ET retrievals at medium and coarse scale were compared with EC observations at five forest and grassland sites over different climate zones in Italy. Additionally, for one of these sites (Monte Bondone), the high-resolution ET estimates within the EC footprint were also evaluated. Sen-ET retrievals demonstrated a remarkable ability to describe EC latent heat fluxes (e.g., Pearson correlation coefficient, R, equal to 0.83, and unbiased root-mean-square-difference, ubRMSD, equal to 0.85 mm/day), and therefore great potential for producing high-resolution ET estimates, while ECOSTRESS data were less performant (e.g., R = 0.46, and $\boldsymbol{ubRMSD}=1.65\boldsymbol{mm}/\text{day})$. Despite the spatial differences between EC footprint size and the medium along with coarse scale of remotely-sensed datasets, the latter both showed a good agreement with the measured EC fluxes. The SEVIRI ET, in particular, proved to be significantly suitable for the ET description also at a local scale (at daily time step, average R = 0.84, and average $\boldsymbol{u b R M S D=\mathbf0. 8 3}$ mm/day over the study sites), despite a tendency to underestimate in-situ measurements (negative biases ranging between 0.2 and 0.85 mm/day were observed). This study contributes to the topic of evaluating specific remotely-sensed ET datasets under different conditions. The obtained results generally confirm the value of satellite-derived retrievals for ET estimate and monitoring, as well as their potential to improve ET modeling.",no,"The study evaluates data at specific sites in Italy, not providing national coverage. Furthermore, the underlying datasets (ECOSTRESS, SEVIRI, MODIS) are global or continental.",
10.1109/ICDMW51313.2020.00130,Data Management System based on Blockchain Technology for Agricultural Supply Chain,C. Yang; Z. Sun,2020,"In order to better realize agricultural informatization, a data management system for agricultural supply chain, which has the characteristics of safe, credible, stable, traceable, information-sharing, and large-throughput, is needed to construct. To date, the information management method for China's agricultural supply chain is usually stored in a centralized database and file system, with weak information management capabilities, leading to problems such as theft, tampering, deletion, and inconsistencies. In light of these problems, we introduce blockchain technology which is a cutting-edge technology in digital finance and has developed rapidly. This paper proposes a data management system based on blockchain technology and affords efficient data extraction, management and access control for heterogeneous forms of data across the agricultural supply chain. The data management system includes four credible data management platforms: agricultural production information, recording transportation information, farmer-consumer transaction information, and consumer credit information. It also can add more platforms according to later needs and combine an interstellar distributed file system and smart contract technology, making it possible to conduct information security research throughout the agricultural supply chain. The proposed system effectively protects information about supply chain activities including agricultural product production, warehousing, transportation, distribution, and sales. It implements seamless connection between agricultural product production and marketing, enabling the transforming and upgrading of agriculture, thereby helping farmers increase their income and eliminate poverty.",no,"The abstract specifies the context as 'China's agricultural supply chain', not Italy.",
10.1109/BigData59044.2023.10386276,Privacy-Preserving Data Sharing in Agriculture: Enforcing Policy Rules for Secure and Confidential Data Synthesis,A. Kotal; L. Elluri; D. Gupta; V. Mandalapu; A. Joshi,2023,"Big Data empowers the farming community with the information needed to optimize resource usage, increase productivity, and enhance the sustainability of agricultural practices. The use of Big Data in farming requires the collection and analysis of data from various sources such as sensors, satellites, and farmer surveys. While Big Data can provide the farming community with valuable insights and improve efficiency, there is significant concern regarding the security of this data as well as the privacy of the participants. Privacy regulations, such as the European Union’s General Data Protection Regulation (GDPR), the EU Code of Conduct on agricultural data sharing by contractual agreement, and the proposed EU AI law, have been created to address the issue of data privacy and provide specific guidelines on when and how data can be shared between organizations. To make confidential agricultural data widely available for Big Data analysis without violating the privacy of the data subjects, we consider privacy-preserving methods of data sharing in agriculture. Synthetic data that retains the statistical properties of the original data but does not include actual individuals’ information provides a suitable alternative to sharing sensitive datasets. Deep learning-based synthetic data generation has been proposed for privacy-preserving data sharing. However, there is a lack of compliance with documented data privacy policies in such privacy-preserving efforts. In this study, we propose a novel framework for enforcing privacy policy rules in privacy-preserving data generation algorithms. We explore several available agricultural codes of conduct, extract knowledge related to the privacy constraints in data, and use the extracted knowledge to define privacy bounds in a privacy-preserving generative model. We use our framework to generate synthetic agricultural data and present experimental results that demonstrate the utility of the synthetic dataset in downstream tasks. We also show that our framework can evade potential threats, such as re-identification and linkage issues, and secure data based on applicable regulatory policy rules.",no,"The abstract discusses data in a general context, mentioning European regulations but not specifying that the data has exclusively Italian national coverage.",
10.1109/MetroAgriFor58484.2023.10424077,Can soil organic carbon in long–term experiments be detected using Vis-NIR spectroscopy?,R. Barbetti; F. Palazzi; P. M. Chiarabaglio; C. L. Fondon; D. Rizza; A. Rocci; C. Grignani; L. Zavattaro; B. Moretti; M. Fantappié; S. Monaco,2023,"The determination of soil organic carbon (SOC) stock and its evolution over time is important for understanding the cycling of carbon in soils, and its relationship with agricultural practices and agro-environmental conditions to develop more sustainable management practices. Moreover, this issue is of great importance in the development of monitoring, reporting, and verification (MRV) systems as part of climate change mitigation measures affecting the agricultural sector. In this context, the present study aims to investigate the reliability of visible and near-infrared (Vis-NIR) spectroscopy as a fast method to determine and monitor the SOC content in an MRV system framework. To that aim, soils from a Long-term field experiment (LTE), located in northern Italy and comparing various maize-based forage systems with contrasting residues and fertilization management was used as a case study. Three sampling campaigns (i.e. 2003, 2012, and 2018) were utilized for a total of 162 soil samples collected in the LTE (54 each). Soil samples archived after each campaign were retrieved and scanned using a Vis-NIR spectrometer to create a site-specific soil spectral library (Site-SSL). Aiming to implement a local prediction model, the 54 soil samples and spectra collected in 2003 were used as a training data set to estimate the SOC of the soil samples collected in 2012 and 2018 (108 in total). In practice, 2003 soil survey represented the time zero reference system. Concurrently, a second prediction model was performed from a regional soil sample archive (Reg-SSL). This is a dataset containing 122 soil samples and spectra collected in alluvial soils from the Po Plain, in the same pedo-landscape of the LTE. The Reg-SSL was merged with the 2003 Site-SSL to implement a regional prediction model. The objective of this activity was to compare the SOC estimations for 2012 and 2018 obtained with both Site-SSL and Reg-SSL models. In addition, three strategies were compared, including Random Forest (RF), Cubist (CU), and Memory based learning (MBL) on Site-SSL and Reg-SSL models (totally, six models were created). We also carried out a sensitivity analysis about the influence of training sample size on the accuracy of different models. Results revealed high correlations between measured and predicted values and for this kind of application, the best results were identified for the MBL model and the Site-SSL dataset. This exercise pointed out that Vis-NIR spectral libraries could be used for detecting changes in SOC. In addition, comparing the use of regional and site-specific libraries for SOC estimation, we confirmed that the accuracy of the Reg-SSL model, although more stable, was lower than that of Site-SSL. A sample size of N=40 samples resulted large enough for building a site-specific spectral library.",no,"The data comes from a specific long-term experiment and a regional archive (Po Plain) in northern Italy, which is not national coverage.",
10.1109/MetroSea55331.2022.9950871,Machine Learning for Quantification of Land Transitions in Italy Between 2000 and 2018 and Prediction for 2050,Y. H. Khachoo; M. Cutugno; U. Robustelli; G. Pugliano,2022,"Italy is one of the main Mediterranean countries with its landscapes undergoing chronological changes because of intense urbanization, socioeconomic, and anthropogenic activities. In this study, an attempt has been made to analyze land use/land cover changes (LULCC) in Italy between the years 2000 and 2018 using Copernicus CORINE Land Cover (CLC) datasets of corresponding years. In addition, the Cellular Automata Markov model has been employed to predict the LULC of Italy for the year 2050. The CLC datasets were reclassified into 8 major land cover/use classes: built-up, agriculture, forests, natural vegetation, bare land, water bodies, ice/snow, and wet-land. Resultant LULCC detection maps indicate a significant increase in bare land by 36.4 % in the period 2000–2018 and, according to the prediction, a further increase by 46.7 % in the period 2018–2050 will be experienced. Built-up increased by 14.7 % between 2000–2018 and 19.8 % between 2018–2050. Significant decreases in natural vegetation and ice/snow in the period 2000–2018 have been quantified in 18.9 % and 6.5 %, respectively. According to the present prediction, those classes will further decrease in the period 2018–2050 to 24.5 % and 7.1 %, respectively. To validate the quality of the present research, an accuracy assessment of the reclassified maps of the years 2000 and 2018 has been carried out. The accuracy assessment involves comparing classified maps with the ground truth image through 576 randomly selected samples. Reclassified maps of 2000 and 2018 showed an overall accuracy of 89.9 % and 89.6 % with a Kappa index of 0.884 and 0.880, respectively. The findings in this study can be critical for warning policymakers, planners, and other associated development workers to adhere to the best suitable land-use management option for the Italian territory.",no,"The data source, Copernicus CORINE Land Cover (CLC), is a European-level (regional) dataset, not one with exclusively Italian coverage.",
10.1109/BigData59044.2023.10386301,Crop Loss Estimation in Maize Agriculture: A Deep Learning Perspective,G. Rani; V. S. Dhaka; E. Vocaturo; E. Zumpano,2023,"The growing disparity between maize crop demand and actual production is concerning for both the food industry and farmers. Worldwide production of 1147.7 million MT of maize is insufficient to meet the demand of approximately 1149.96 million MT. Diseases like Turcicum Leaf Blight and Rust significantly hamper maize production. Manual disease detection, classification, severity calculation, and estimating crop loss are time-consuming and demand specific expertise. Hence, there’s a pressing need for automatic disease detection, severity prediction, and crop loss estimation. Machine learning and deep learning techniques, known for their success in pattern recognition and data analysis, have encouraged researchers to apply them in detecting diseases and estimating crop losses in maize. While existing literature showcases potential in disease detection, there’s a lack of reliable, real-world labeled datasets for training these models. Also, the focus on severity prediction and crop loss estimation is lacking in previous works. The paper provides a comprehensive overview of deep-learning approaches for Crop Loss Estimation in Maize Agriculture.",no,"The paper is a perspective piece discussing maize production on a worldwide scale, not using a dataset with Italian national coverage.",
10.1109/IRC.2019.00029,Crop and Weeds Classification for Precision Agriculture Using Context-Independent Pixel-Wise Segmentation,M. Fawakherji; A. Youssef; D. Bloisi; A. Pretto; D. Nardi,2019,"Precision agriculture is gaining increasing attention because of the possible reduction of agricultural inputs (e.g., fertilizers and pesticides) that can be obtained by using hightech equipment, including robots. In this paper, we focus on an agricultural robotics system that addresses the weeding problem by means of selective spraying or mechanical removal of the detected weeds. In particular, we describe a deep learning based method to allow a robot to perform an accurate weed/crop classification using a sequence of two Convolutional Neural Networks (CNNs) applied to RGB images. The first network, based on an encoder-decoder segmentation architecture, performs a pixelwise, plant-type agnostic, segmentation between vegetation and soil that enables to extract a set of connected blobs representing plant instances. We show that such network can be trained also using external, ready to use pixel-wise labeled data sets coming from different contexts. Each plant is hence classified between crop and weeds by using the second network. Quantitative experimental results, obtained on real world data, demonstrate that the proposed approach can achieve good classification results also on challenging images.",no,"The abstract does not specify the geographical origin or coverage of the data used, failing to meet the Italian national coverage criterion.",
10.1109/SAS60918.2024.10636432,Towards Cost-Effective Robotic Solution for Agricultural Data Acquisition,J. Hueller; M. Vecchio; M. Pincheira; F. Shamsfakhr; F. Antonelli,2024,"As the demand for data in precision agriculture in-creases to enhance productivity and sustainability, the acquisition of this data becomes critical. Currently, data acquisition processes often rely on manual methods or stationary platforms, which limit scalability and flexibility. Although autonomous vehicles present innovative solutions, they face challenges such as high costs and limited adoption rates, especially among small-scale farms. This paper introduces a cost-effective, mobile robotic platform for au-tonomous data collection in agricultural environments. Moreover, our platform provides scalability, accuracy, and affordability, democratizing access to precision agriculture technologies. The platform utilizes a standard camera mounted on its arm, guided by ArUco markers -digital markers designed for high precision-strategically placed within the monitoring environment. These markers give the robot high-level commands necessary for an effective data acquisition campaign. Our preliminary results show that leveraging open-source robotic projects and off-the-shelf components allows the proposed autonomous robotic system to adapt to various crops and terrains effectively in both simulated and real scenarios. Thus, it offers a viable alternative to more costly data acquisition solutions.",no,The paper describes a data acquisition platform without specifying a geographical location or using a dataset with Italian national coverage.,
10.1109/EE1.2018.8385275,IoT solutions for crop protection against wild animal attacks,S. Giordano; I. Seitanidis; M. Ojo; D. Adami; F. Vignoli,2018,"Technology plays a central role in our everyday life. There has been a surge in the demand of Internet of Things (IoT) in many sectors, which has drawn significant research attention from both the academia and the industry. In the agriculture sector alone, the deployment of IoT has led to smart farming, precision agriculture, just to mention a few. This paper presents the development of Internet of Things application for crop protection to prevent animal intrusions in the crop field. A repelling and a monitoring system is provided to prevent potential damages in Agriculture, both from wild animal attacks and weather conditions.",no,The abstract describes an IoT system but does not mention the use or production of a specific dataset.,
10.1109/IGARSS.2015.7325852,Evaluation of the ASCAT surface soil moisture product for agricultural drought monitoring in USA,J. Zhang; I. Becker-Reshef; C. Justice,2015,"Soil moisture is a good indicator of agricultural drought. The Advanced Scatterometer Surface Soil Moisture (ASCAT SSM) product provides daily estimates of surface soil moisture and shows high potential for drought monitoring at global scale. However, its regional application still needs further investigation. In this paper, the effectiveness of ASCAT SSM product for drought monitoring in 3 major winter wheat producing states of the US (Oklahoma, Kansas and Nebraska) was evaluated using intensive in situ measurements from North America Soil Moisture Database (NASMD). The results indicate ASCAT SSM product is generally effective for characterizing drought conditions across different stations, with better representation of soil moisture at 5cm than 10cm depth. ASCAT SSM product shows varying capability for drought monitoring across the entire year, with a better capability observed around March-July and October-November. Also, better drought monitoring capability is found for the ASCAT descending SSM than for the ascending SSM.",no,"The study's geographical focus and the data sources used are for the USA, not Italy.",
10.1109/MetroAgriFor50201.2020.9277542,Water spray detection for smart irrigation systems with Mask R-CNN and UAV footage,C. K. G. Albuquerque; S. Polimante; A. Torre-Neto; R. C. Prati,2020,"While the world's population rises, demand for food grows accordingly. Smart agriculture emerges as a viable solution to increase the quality and efficiency of crops. Irrigation plays an essential role in the grade and productivity of harvests, while also being a crucial factor in the cost-effectiveness of food production. Smart irrigation uses technology to improve watering, such as the Internet of Things (IoT) applications and Machine Learning algorithms. The correct functioning of irrigation nozzles is critical to ensure that the hydration plan is deployed correctly to the crop field. This paper presents a Machine Learning algorithm that can automatically recognize water from aerial footage of irrigation systems. This automatic recognition can help in the irrigation system inspection, potentially reducing time and cost in system maintenance. Initial results show that it is possible to identify water on image frames captured by an Unmanned Aerial Vehicle (UAV) using the Mask R-CNN Neural Network. The goal is to identify malfunctioning irrigation systems that can lead to under or overwatering, compromising the irrigation plan's correct implementation.",no,"The abstract describes a methodology using UAV footage without specifying a geographic location, thus it does not meet the Italian national coverage criterion.",
10.1109/IGARSS.2019.8899164,Sensitivity of Sentinel-1 Interferometric Coherence to Crop Structure and Soil Moisture,D. Palmisano; G. Satalino; A. Balenzano; F. Bovenga; F. Mattia; M. Rinaldi; S. Ruggieri; H. Skriver; M. W. J. Davidson; O. Cartus; U. Wegmuller,2019,"This paper investigates the sensitivity of Sentinel-1 (S-1) interferometric coherence to crop structure and near surface soil moisture (SSM) content. The study analyzes a data set collected in 2017 over the Apulian Tavoliere agricultural site (Southern Italy). The data set includes: i) in situ data over more than 600 agricultural fields monitored during the 2017 winter and spring growing seasons; ii) time-series of S-1 IW VV & VH backscatter & interferometric coherence; iii) time series of S-1 SSM maps. The temporal behavior of S-1 coherence and VH backscatter has been assessed over the monitored agricultural fields. Initial results indicate a stronger sensitivity of S-1 coherence than VH backscatter to crop geometric structure. In addition, an analysis at site scale, conducted before and after an important rain event, indicates a change of SSM from 0.18 to 0.30 m3/m3 along with a change of S-1 coherence from 0.61 to 0.53.",no,"The study uses data collected over a specific agricultural site in Southern Italy (Apulian Tavoliere), which is regional, not national coverage.",Sentinel-1
10.1109/MetroAgriFor52389.2021.9628855,GIS based-model to locate and quantify agricultural wastes for sustainable building components: plastic films and sheep wool fibers,M. C. M. Parlato; S. M. C. Porto; F. Valenti,2021,"Nowadays, the interest for environmental sustainability, energy, and efficiency constructions, generally known as Green Buildings, it is strongly increasing. Procedures adopted for Green Buildings are often based on both the reduction of environmental impact of buildings and the improvement of human and animal wellness. This study stems from the need to reuse agricultural wastes (AW) for producing sustainable materials to be used for the construction or renovation of rural buildings. Since a sustainable reuse of AW depends on their availability and geographical location, a methodology was put forward to locate and quantify the wastes considered in this research study i.e., plastic films used for protected crops and sheep wool. By using a Geographical Information System (GIS), land use analysis was carried out in an area with the highest concentration of protected crops in Italy (Ragusa province). A suitable index for computing Agricultural Plastic Wastes (APW) was chosen from literature. Furthermore, by using data supplied by National Zootechnical Registry, a dedicated GIS model was developed to localize and quantify sheep and breeder’s sheep in Sicily. This first part of the research provides basic information useful for planning tailored collection centers as near as possible to those areas where these wastes are highly produced by minimizing the environmental impact due their localization.",yes,"The paper uses data from the 'National Zootechnical Registry', which is an agricultural data source with national Italian coverage.",National Zootechnical Registry
