"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Mapping of olive trees using Sentinel-2 and Sentinel-1 images: an evaluation of pixel-based analyses","G. Ramat; G. Fontanelli; F. Baroni; A. Lapini; S. Paloscia; S. Pettinato; S. Pilia; E. Santi; L. Santurri; N. Souissi","Institute of Applied Physics ‘Nello Carrara’- National Research Council IFAC-CNR, Florence, Italy; Institute of Applied Physics ‘Nello Carrara’- National Research Council IFAC-CNR, Florence, Italy; Institute of Applied Physics ‘Nello Carrara’- National Research Council IFAC-CNR, Florence, Italy; Institute of Applied Physics ‘Nello Carrara’- National Research Council IFAC-CNR, Florence, Italy; Institute of Applied Physics ‘Nello Carrara’- National Research Council IFAC-CNR, Florence, Italy; Institute of Applied Physics ‘Nello Carrara’- National Research Council IFAC-CNR, Florence, Italy; Institute of Applied Physics ‘Nello Carrara’- National Research Council IFAC-CNR, Florence, Italy; Institute of Applied Physics ‘Nello Carrara’- National Research Council IFAC-CNR, Florence, Italy; Institute of Applied Physics ‘Nello Carrara’- National Research Council IFAC-CNR, Florence, Italy; Institute of Applied Physics ‘Nello Carrara’- National Research Council IFAC-CNR, Florence, Italy",2023 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"12 Feb 2024","2023","","","263","267","This work was carried out in the region of Kairouan in central Tunisia $(677 \mathrm{~km}^{2}.$, Merguellil catchment area). The objective was to assess the ability of integrated time series Sentinel-1 (S-1) and Sentinel-2 (S-2) imagery and field observations, to map agricultural practices of the olive tree in a semi-arid area. Two pixel-based classifiers, based support vector machines and random forest were tested to evaluate different combinations of satellite features as input for mapping different olive tree cropping systems. The classifications obtained by integrating both S-1 and S-2 time series provided better results (overall accuracy =83.2 %) than the one derived by using only Sentinel-2 data (overall accuracy =69 %) with a random forest-based classifier. Results confirm how the integration of satellite multi-sensor time series, could lead to a better identification and characterization of olive trees agricultural practices in the Mediterranean area.","","979-8-3503-1272-0","10.1109/MetroAgriFor58484.2023.10424313","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10424313","Sentinel-1;Sentinel-2;data integration;Olive tree crop;Tunisia;vegetation classification","Support vector machines;Satellite constellations;Satellites;Image recognition;Time series analysis;European Space Agency;Random forests","","","","18","IEEE","12 Feb 2024","","","IEEE","IEEE Conferences"
"GIS based-model to locate and quantify agricultural wastes for sustainable building components: plastic films and sheep wool fibers","M. C. M. Parlato; S. M. C. Porto; F. Valenti","Department of Agriculture, Food and Environment, University of Catania, Catania, Italy; Department of Agriculture, Food and Environment (Di3A), University of Catania, Catania, Italy; Department of Agriculture, Food and Environment (Di3A), University of Catania, Catania, Italy",2021 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"3 Dec 2021","2021","","","53","57","Nowadays, the interest for environmental sustainability, energy, and efficiency constructions, generally known as Green Buildings, it is strongly increasing. Procedures adopted for Green Buildings are often based on both the reduction of environmental impact of buildings and the improvement of human and animal wellness. This study stems from the need to reuse agricultural wastes (AW) for producing sustainable materials to be used for the construction or renovation of rural buildings. Since a sustainable reuse of AW depends on their availability and geographical location, a methodology was put forward to locate and quantify the wastes considered in this research study i.e., plastic films used for protected crops and sheep wool. By using a Geographical Information System (GIS), land use analysis was carried out in an area with the highest concentration of protected crops in Italy (Ragusa province). A suitable index for computing Agricultural Plastic Wastes (APW) was chosen from literature. Furthermore, by using data supplied by National Zootechnical Registry, a dedicated GIS model was developed to localize and quantify sheep and breeder’s sheep in Sicily. This first part of the research provides basic information useful for planning tailored collection centers as near as possible to those areas where these wastes are highly produced by minimizing the environmental impact due their localization.","","978-1-6654-0533-1","10.1109/MetroAgriFor52389.2021.9628855","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9628855","agricultural wastes;ecofriendly materials;plastic films;sheep wool;GIS;spatial analysis","Location awareness;Green buildings;Crops;Plastic films;Production;Raw materials;Recycling","","1","","12","IEEE","3 Dec 2021","","","IEEE","IEEE Conferences"
"Agrivoltaics: The Simulated Possibilities in Lazio Region (Italy) on Two Test Municipalities","V. Baiocchi; F. Cianfanelli; V. M. Marzaioli","DICEA, “Sapienza” University, Rome, Italy; DICEA-DLCM, “Sapienza” University, Rome, Italy; DICEA-DLCM, “Sapienza” University, Rome, Italy",2024 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"11 Apr 2025","2024","","","569","573","Agrivoltaics, also known as agriphotovoltaics, is a solution that combines agricultural production with photovoltaic energy generation on the same land. The use of agrivoltaics is conditioned by several factors, among which the first to consider is land suitability. This research investigates the potential of agrivoltaics in the Lazio Region to address the demand for clean and sustainable energy. The considered agrivoltaic system is one that is raised above the ground according to the standards of the most recent Italian legislation. This study examined two villages, Nepi and Calcata, to illustrate the application possibilities. Nepi has a population (9471 inhabitants) three times larger than the regional average (2429 inhabitants), while Calcata's population is about half the regional average (913 inhabitants). These examples were used to estimate the agrivoltaic energy required to meet the energy demands of hypothetical municipalities with varying population sizes. Suitable agricultural areas for agrivoltaic development were identified using Geographic Information System (GIS) analysis and various datasets, including regional land use and DEMs. The identified areas were analysed for optimal solar aspect, with acceptable values ranging from 135° to 225°. The research estimated energy potential and the energy demands of those areas. Subsequently, the areas to be allocated for agrivoltaics to meet the energy needs of the municipalities were estimated. Only a small fraction of the available agricultural land is needed to meet these demands, suggesting significant potential for agrivoltaic systems in these regions. The findings could advocate for investment in agrivoltaics by both public and private sectors.","","979-8-3503-5544-4","10.1109/MetroAgriFor63043.2024.10948848","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10948848","Agrivoltaics;Sustainable energy;GIS;Photovoltaic systems;Renewable energy potential","Photovoltaic systems;Energy consumption;Renewable energy sources;Legislation;Production;Forestry;Metrology;Standards;Geographic information systems;Investment","","","","22","IEEE","11 Apr 2025","","","IEEE","IEEE Conferences"
"Prediction of Soil Organic Carbon in Arid Regions Using Hyperspectral Spectroscopy: UAE Case Study","A. R. S. Alsaleh; M. Alcibahy; A. Ads; H. A. Hashemi; A. A. A. Hammadi; L. Seneviratne; M. R. A. Shehhi","Department of Civil Infrastructure and Environmental Engineering, Khalifa University of Science and Technology, Abu Dhabi, UAE; Department of Civil Infrastructure and Environmental Engineering, Khalifa University of Science and Technology, Abu Dhabi, UAE; Department of Civil Infrastructure and Environmental Engineering, Khalifa University of Science and Technology, Abu Dhabi, UAE; Department of Space Projects Development, UAE Space Agency, Abu Dhabi, UAE; Chemical Engineering Department, Khalifa University of Science and Technology, Abu Dhabi, UAE; Robotics Institute, Khalifa University of Science and Technology, Abu Dhabi, UAE; Department of Civil Infrastructure and Environmental Engineering, Khalifa University of Science and Technology, Abu Dhabi, UAE",2023 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"12 Feb 2024","2023","","","143","147","This study adopted the spectral analysis method that has become more popular with undeniable advantages over traditional methods to estimate the Soil Organic Carbon (SOC). A total of 59 soil samples and 18 fertilized irrigation water samples were collected from the agricultural fields in the United Arab Emirates (UAE) and analyzed in a laboratory for testing the Dissolved Organic Carbon (DOC) and SOC using Walkley and Black and Sievers InnovOx analyzers, respectively. Spectroscopic measurements for these soil and water samples were collected under stable laboratory conditions using two instruments to cover the full range of wavelength: Ocean Insight HR2000+ (400 to 950nm) and ARCoptix (900 to 2600nm). The objective of this study is to use these spectral reflectance measurements to develop models that can predict both SOC and DOC. Therefore, the raw spectra of 2902 bands were preprocessed to ensure an optimal correlation and noise removal and the Partial Least Squares Regression (PLSR) method was applied afterwards with leave-one-out cross-validation approach. The resultant best fit PLSR model has shown a coefficient of determination (R2) of 0.99 for training and 0.94-0.98 for prediction of SOC and DOC, respectively, for the SOC range of 0.46-3.15% (mean: 1.5%) and DOC range of 0.18-$10,333 \mu \mathrm{g}$ (mean: 1,620 $\mu \mathrm{g}$). The spectral signal of SOC and DOC were found to be significant across different wavelengths of the visible (401.97 – 417.23,450.89 – 452.27,448.59 and 461.93 nm) and near infrared (931.68 – 1054.41 and 2527.81 – 2601.46 nm) regions. This research is the first step toward developing a spectral library of materials in the UAE.","","979-8-3503-1272-0","10.1109/MetroAgriFor58484.2023.10424299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10424299","soil;laboratory spectroscopy;hyperspectral;partial least squares regression;dissolved organic carbon;soil organic carbon","Soil measurements;Wavelength measurement;Sea measurements;Carbon dioxide;Soil;Predictive models;Carbon","","1","","24","IEEE","12 Feb 2024","","","IEEE","IEEE Conferences"
"BAT Optimized CNN Model Identifies Water Stress in Chickpea Plant Shoot Images","S. Azimi; T. Kaur; T. K. Gandhi","Department of Electrical Engineering, Indian Institute of Technology-Delhi, New Delhi, India; Department of Electrical Engineering, Indian Institute of Technology-Delhi, New Delhi, India; Department of Electrical Engineering, Indian Institute of Technology-Delhi, New Delhi, India",2020 25th International Conference on Pattern Recognition (ICPR),"5 May 2021","2021","","","8500","8506","Stress due to water deficiency in plants can significantly lower the agricultural yield. It can affect many visible plant traits such as size and surface area, the number of leaves and their color, etc. In recent years, computer vision-based plant phenomics has emerged as a promising tool for plant research and management. Such techniques have the advantage of being non-destructive, non-evasive, fast, and offer high levels of automation. Pulses like chickpeas play an important role in ensuring food security in poor countries owing to their high protein and nutrition content. In the present work, we have built a dataset comprising of two varieties of chickpea plant shoot images under different moisture stress conditions. Specifically, we propose a BAT optimized ResNet-18 model for classifying stress induced by water deficiency using chickpea shoot images. BAT algorithm identifies the optimal value of the mini-batch size to be used for training rather than employing the traditional manual approach of trial and error. Experimentation on two crop varieties (JG and Pusa) reveals that BAT optimized approach achieves an accuracy of 96% and 91% for JG and Pusa varieties that is better than the traditional method by 4%. The experimental results are also compared with state of the art CNN models like Alexnet, GoogleNet, and ResNet-50. The comparison results demonstrate that the proposed BAT optimized ResNet-18 model achieves higher performance than the comparison counterparts.","1051-4651","978-1-7281-8808-9","10.1109/ICPR48806.2021.9412720","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9412720","computer vision;BAT optimization;deep learning;water stress;plant phenotyping","Training;Proteins;Computational modeling;Plants (biology);Tools;Agriculture;Real-time systems","","13","","26","IEEE","5 May 2021","","","IEEE","IEEE Conferences"
"Transforming Agriculture with Intelligent Data Management and Insights","Y. Pan; J. Sun; H. Yu; G. Bai; Y. Ge; J. Luck; T. Awada","Department of Biological System Engineering, University of Nebraska-Lincoln, Lincoln, NE, USA; School of Computing, University of Nebraska-Lincoln, Lincoln, NE, USA; School of Computing, University of Nebraska-Lincoln, Lincoln, NE, USA; Department of Biological System Engineering, University of Nebraska-Lincoln, Lincoln, NE, USA; Department of Biological System Engineering, University of Nebraska-Lincoln, Lincoln, NE, USA; Department of Biological System Engineering, University of Nebraska-Lincoln, Lincoln, NE, USA; School of Natural Resources, University of Nebraska-Lincoln, Lincoln, NE, USA",2023 IEEE International Conference on Big Data (BigData),"22 Jan 2024","2023","","","3489","3498","Modern agriculture faces grand challenges to meet increased demands for food, fuel, feed, and fiber with population growth under the constraints of climate change and dwindling natural resources. Data innovation is urgently required to secure and improve the productivity, sustainability, and resilience of our agroecosystems. As various sensors and Internet of Things (IoT) instrumentation become more available, affordable, reliable, and stable, it has become possible to conduct data collection, integration, and analysis at multiple temporal and spatial scales, in real-time, and with high resolutions. At the same time, the sheer amount of data poses a great challenge to data storage and analysis, and the de facto data management and analysis practices adopted by scientists have become increasingly inefficient. Additionally, the data generated from different disciplines, such as genomics, phenomics, environment, agronomy, and socioeconomic, can be highly heterogeneous. That is, datasets across disciplines often do not share the same ontology, modality, or format. All of the above make it necessary to design a new data management infrastructure that implements the principles of Findable, Accessible, Interoperable, and Reusable (FAIR). In this paper, we propose Agriculture Data Management and Analytics (ADMA), which satisfies the FAIR principles. Our new data management infrastructure is intelligent by supporting semantic data management across disciplines, interactive by providing various data management/analysis portals such as web GUI, command line, and API, scalable by utilizing the power of high-performance computing (HPC), extensible by allowing users to load their own data analysis tools, trackable by keeping track of different operations on each file, and open by using a rich set of mature open source technologies.","","979-8-3503-2445-7","10.1109/BigData59044.2023.10386589","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10386589","Agriculture data management;FAIR principles;Heterogeneous data","Climate change;Technological innovation;Instruments;Sociology;Agriculture;Sensors;Internet of Things","","5","","24","IEEE","22 Jan 2024","","","IEEE","IEEE Conferences"
"Transferability of Convolutional Autoencoder Model For Lossy Compression to Unknown Hyperspectral Prisma Data","J. Kuester; W. Gross; S. Schreiner; M. Heizmann; W. Middelmann","Fraunhofer Center for Machine Learning, Fraunhofer IOSB, Ettlingen, Germany; Fraunhofer Center for Machine Learning, Fraunhofer IOSB, Ettlingen, Germany; Fraunhofer Center for Machine Learning, Fraunhofer IOSB, Ettlingen, Germany; Institute of Industrial Information Technology (IIIT), Karlsruhe Institute of Technology (KIT), Germany; Fraunhofer Center for Machine Learning, Fraunhofer IOSB, Ettlingen, Germany",2022 12th Workshop on Hyperspectral Imaging and Signal Processing: Evolution in Remote Sensing (WHISPERS),"22 Nov 2022","2022","","","1","5","This work addresses the challenge of the portability of Autoencoder models for the lossy compression of different spatially independent and unknown hyperspectral satellite data. We propose an advanced 1D-Convolutional Autoencoder architecture for lossy hyperspectral data compression with high transferability to unknown spectral signatures. In the first experiment, the model is trained on a single PRISMA data set, and in the second experiment it is trained on five PRISMA data sets from all over the world. The abstraction ability of the two models is verified by processing six spatially independent hyperspectral PRISMA satellite data sets. The evaluation is based on the reconstruction accuracy using the SNR and SA metrics and compares it to other learning-based lossy compression techniques. We demonstrate the high transferability and generalization of our 1D-Convolutional Autoencoder for a fixed compression ratio on each PRISMA satellite data set, which results in superior reconstruction accuracy compared to state-of-the-art methods.","2158-6276","978-1-6654-7069-8","10.1109/WHISPERS56178.2022.9955109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9955109","hyperspectral data compression;feature extraction;dimensionality reduction;Autoencoder;hyperspectral imaging;spectral analysis","Measurement;Satellites;Convolution;Conferences;Data compression;Data models;Data mining","","3","","19","IEEE","22 Nov 2022","","","IEEE","IEEE Conferences"
"A Nearest Neighbors based Data Filter for Fog Computing in IoT Smart Agriculture","F. M. Ribeiro; R. Prati; R. Bianchi; C. Kamienski","Federal University of ABC Federal Institute of Maranhão; Federal University of ABC, Santo André, Brazil; Centro Universitário FEI, São Bernardo do Campo, Brazil; Federal University of ABC, Santo André, Brazil",2020 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"8 Dec 2020","2020","","","63","67","In smart agriculture, the Internet of Things (IoT) makes it possible to analyze and manage agricultural yield to increase productivity, reduce wasted resources, and decrease irrigation costs. In IoT systems, if data management is entirely performed in the cloud, the system may not work correctly due to connectivity problems, which is common in some remote regions where the agribusiness thrives. A fog computing solution enables the IoT system to process data faster and deal with intermittent connectivity. However, a high number of packets sent from the fog to the cloud can cause link congestion with mostly useless data traffic. Dealing with fog data filtering is a challenge because it requires knowing which data is essential to send to the cloud. This paper proposes an approach to collect and store data in a smart agriculture environment and two different methods filtering data in the fog. We designed an experiment for each filtering method, using a real dataset containing temperature and humidity values. In both experiments, the fog filters the data using the k-Nearest-Neighbors (kNN) algorithm, which classifies data into categories according to their value ranges. In the first experiment, the fog classifies the data and generates an output of the number of data categories. In the second experiment, data is classified and also compressed based on the previously obtained categories using the runlength encoding (RLE) technique to preserve the data time series nature. Our results show that data filtering reduces the amount of data sent by the fog to the cloud.","","978-1-7281-8783-9","10.1109/MetroAgriFor50201.2020.9277661","European Commission; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9277661","smart agriculture;fog computing;Internet of things;data filtering;machine learning","Agriculture;Cloud computing;Sensors;Humidity;Edge computing;Training;Temperature distribution","","18","","17","IEEE","8 Dec 2020","","","IEEE","IEEE Conferences"
"Evaluation of Machine Learning Models for Water Stress Detection Using Stem Impedance","F. Cum; S. Calvo; A. Sanginario; U. Garlando","Department of Electronics and Telecommunications (DET), Politecnico di Torino, Torino, Italy; Department of Electronics and Telecommunications (DET), Politecnico di Torino, Torino, Italy; Department of Electronics and Telecommunications (DET), Politecnico di Torino, Torino, Italy; Department of Electronics and Telecommunications (DET), Politecnico di Torino, Torino, Italy",IEEE Transactions on AgriFood Electronics,"10 Oct 2024","2024","2","2","314","322","Food security, producing enough food for every person on the planet, is becoming a significant issue. Increasing world population and climate change are setting new challenges to food production. Water stress can cause severe damage to crops, and detecting and preventing this threat is crucial. Smart agriculture and the use of sensors directly on the field is a promising and rapidly evolving solution. Data collected by a large number of sensors must be analyzed and efficiently interpreted. In this context, machine learning is an effective solution. This article conducts a comparative analysis of several well-established machine learning models, all trained on a dataset enriched with a novel parameter for the assessment of plant health, the stem electrical impedance (modulus and phase). This feature gives promising results since it is a direct parameter of the plant itself. Moreover, the inclusion of the stem impedance parameter significantly boosted the model's performance, notably enhancing the effectiveness, particularly evident in the case of the top-performing model in this study, the random forest algorithm. When incorporating stem electrical impedance, this model achieved an impressive F1 score of 98%, markedly surpassing the 88% obtained in its absence. As a complementary analysis, a permutation feature performance analysis was conducted, highlighting the potential of stem impedance modulus as a promising feature for evaluating plant watering conditions. The removal of impedance modulus from the training model resulted in an average classification performance loss of 25% in terms of F1 score, suggesting how impedance monitoring is a promising approach for plant health management.","2771-9529","","10.1109/TAFE.2024.3457156","Agritech National Research Center and received funding from the European Union Next-GenerationEU; PIANO NAZIONALE DI RIPRESA E RESILIENZA (PNRR) MISSIONE 4 COMPONENTE 2, INVESTIMENTO 1.4 D.D. 1032 17/06/2022, CN00000022; National Recovery and Resilience Plan (NRRP); Mission 4 - Component 2 - Investment 3.1 - Call for tender No. n. 3264 of 28/12/2021 of Italian Ministry of Research; European Union NextGenerationEU; Italian Ministry of Research(grant numbers:CUP: B33C22000710006); iENTRANCE; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10690239","Machine learning;plants monitoring;smart agriculture;stem impedance","Impedance;Machine learning;Data models;Support vector machines;Climate change;Plants (biology);Smart agriculture;Food security;Food products;Threat assessment","","1","","22","IEEE","24 Sep 2024","","","IEEE","IEEE Journals"
"An open-source device to monitor pedoclimatic conditions in terrestrial ecosystems","S. Jean-Daniel; D. Guillaume; G. Martin; D. Pierre-Luc; A. Isabelle","Direction de la recherche forestière, Ministère des Forêts, de la Faune et des Parcs du Québec, Quebec, Canada; Direction de la recherche forestière, Ministère des Forêts, de la Faune et des Parcs du Québec, Quebec, Canada; Département de génie électrique et de génie informatique, Université Laval, Québec, Canada; Direction de la recherche forestière, Ministère des Forêts, de la Faune et des Parcs du Québec, Quebec, Canada; Direction de la recherche forestière, Ministère des Forêts, de la Faune et des Parcs du Québec, Quebec, Canada",2019 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"21 Nov 2019","2019","","","142","145","We designed an open source device (EVAP-FOR) to monitor soil profile (soil water content and soil temperature at 3 depths) and air conditions (temperature, relative humidity) in terrestrial ecosystem. Assessesment of soil water content is done using low-cost capacitance probe. We first converted the measured voltage unit for each capacitance probe into relative permittivity using 10 standard solutions and developed a physical based model that used relative permittivity, bulk density and particles density to assess soil water content in soil cores. To test the robustness of our design and model, we built 12 data loggers and used 36 probes to assess water content in 36 soil cores that representing 12 soil texture (clayey to sandy). Preliminary results showed that capacitance probe were able to explain 86% of the total variance of soil water content in an independent dataset of 12 soil cores. The analysis of the residuals extracted from the calibration curves developed using standard solutions showed that there was no effect of the device (0% of the variance) on the measurement, but a small effect of the capacitance probe was detected (15%). This effect can be alleviated by the use of calibration curves that are specific to each probe. The low-cost of EVAP-FOR data logger provides the opportunity to develop local high spatial density networks of monitoring stations. Such networks will be useful to understand the spatio-temporal dynamics of terrestrial ecosystem productivity and resilience, for example, at watershed scale.","","978-1-7281-3611-0","10.1109/MetroAgriFor.2019.8909264","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8909264","Open-source device;soil water content;soil temperature;air temperature;relative humidity;capacitance probe","Soil;Probes;Capacitance;Monitoring;Temperature measurement;Temperature sensors;Permittivity","","","","5","IEEE","21 Nov 2019","","","IEEE","IEEE Conferences"
"An Operational High Resolution Soil Moisture Retrieval Algorithm Using Sentinel-1 Images","N. Baghdadi; M. E. Hajj; M. Zribi","TETIS, IRSTEA, University of Montpellier, Montpellier, France; TETIS, IRSTEA, University of Montpellier, Montpellier, France; CESBIO (CNRS/UPS/IRD/CNES), Toulouse Cedex 9, France",2019 PhotonIcs & Electromagnetics Research Symposium - Spring (PIERS-Spring),"2 Mar 2020","2019","","","4086","4092","Monitoring the surface soil moisture (SSM) in agricultural areas at plot scale helps in many applications such as irrigation planning and crop management. Over the last decade, SAR (Synthetic Aperture Radar) data have shown great potential in the estimation SSM in agriculture areas. Today, Sentinel-1 (S1) and Sentinel-2 (S2) satellites present a good opportunity for operational SSM estimates in agricultural areas because they provide free and open access data at high spatial resolution (10 m × 10 m) and high revisit time (6 days over Europe). The aim of this communication is to present an operational approach for mapping soil moisture at high spatial resolution (plot scale) in agriculture areas by coupling S1 and S2 images. The proposed approach is based on the inversion of the Water Cloud Model (WCM) combined with the modified Integral Equation Model (IEM). Neural networks were developed and validated using synthetic SAR C-band database. The results showed that the soil moisture could be estimated in agricultural areas with an accuracy of approximately 5 vol.%.","1559-9450","978-1-7281-3403-1","10.1109/PIERS-Spring46901.2019.9017477","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9017477","","Soil moisture;Synthetic aperture radar;Databases;Springs;Artificial neural networks","","5","","25","IEEE","2 Mar 2020","","","IEEE","IEEE Conferences"
"DISCERN: Leveraging Knowledge Distillation to Generate High Resolution Soil Moisture Estimation from Coarse Satellite Data","A. Matin; P. Khandelwal; S. Pallickara; S. L. Pallickara","Department of Computer Science, Colorado State University, Fort Collins, USA; Department of Computer Science, Colorado State University, Fort Collins, USA; Department of Computer Science, Colorado State University, Fort Collins, USA; Department of Computer Science, Colorado State University, Fort Collins, USA",2023 IEEE International Conference on Big Data (BigData),"22 Jan 2024","2023","","","1222","1229","Accurate estimation of soil moisture is crucial for efficient agricultural management and environmental monitoring. However, the task of predicting soil moisture levels becomes challenging in regions with limited data availability. In this study, we propose a knowledge distillation-based deep learning approach to enhance soil moisture prediction with machine learning apporach using the low resolution but wide coverage soil moisture Active Passive (SMAP) satellite data.Our framework leverages the knowledge distillation, where a high-capacity teacehr model (VGG13) which is pre-traineed on a large dataset (SMAP) and a lightweight student model (ResNet8) which is then trained on sensor-based highly accurate but extremely sparse station data. The student model benefits from the distilled knowledge of the teacher model, acquiring a deeper understanding of the underlying patterns and relationships in the data.The space-efficient student model significantly reduces the inference time with high prediction accuracy and demonstrates the potential benefit to agricultural management, water resource planning, and ecological studies by providing accurate and reliable soil moisture predictions in data-scarce regions. Our findings reveal how to identify performant settings for achieving the best trade-off between accuracy and model complexity.","","979-8-3503-2445-7","10.1109/BigData59044.2023.10386179","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10386179","knowledge distillation;smap;soil moisture;vgg;resnet","Deep learning;Satellites;Biological system modeling;Soil moisture;Estimation;Predictive models;Data models","","","","33","IEEE","22 Jan 2024","","","IEEE","IEEE Conferences"
"Forecasting Dissolved Oxygen Level in Land-Based Fish Farms using a Context-Aware Recurrent Neural Network","C. Tomazzoli; S. Migliorini; R. Pastres","Department of Computer Science, University of Verona, Verona, Italy; Department of Computer Science, University of Verona, Verona, Italy; Department of Environmental Sciences, Informatics and Statistics, Ca’ Foscari University of Venice, Venice, Italy",2024 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"11 Apr 2025","2024","","","429","433","Predicting Dissolved Oxygen (DO) levels in precision fish farming is crucial as it directly impacts the well-being and growth of fishes. In this paper, we propose a sensing method that is suitable to be used in edge-computing and which makes use of deep learning to estimate dissolved oxygen in fish farms based on a context-aware recurrent neural network trained by the relationship between the inlet dissolved oxygen, the estimated biomass, the period and time of measurement, and the food given to the fish. The proposed technique has been applied to a real-world dataset coming from a trout fish farm located in Trentino, a region in Northern Italy.","","979-8-3503-5544-4","10.1109/MetroAgriFor63043.2024.10948763","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10948763","precision fish farming;dissolved oxygen level;recurrent neural network;time series","Deep learning;Surveys;Recurrent neural networks;Oxygen;Time series analysis;Fish;Time measurement;Sensors;Biomass;Farming","","","","13","IEEE","11 Apr 2025","","","IEEE","IEEE Conferences"
"Analysis of land use land cover changes for an abandoned mine site","H. Soydan; H. Ş. Düzgün; O. B. Özdemir","Mining Engineering Department, Middle East Technical University, Ankara, Turkey; Mining Engineering Department, Middle East Technical University, Ankara, Turkey; Mining Engineering Department, Middle East Technical University, Ankara, Turkey",2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),"12 Nov 2015","2015","","","3049","3052","The aim of this study is to the evaluate land use and the land cover changes of an abandoned coal mine in Central Anatolia. The mining activity in the region was started at 1987 and after working for 18 years, all the rights of the mine was passed to an another company which after a while the came up with no coal production since its concession was cancelled on February 2008. Unfortunately, during the life of the mine, there were no mine closure and reclamation activities on the field. There was only a limited afforestation work on the dump site performed by provincial special administration. As there were no appropriate closure and reclamation implementations during and after the mining activity, major environmental impacts detected on the mine field. This study investigates the land use land cover change due to mining operations between 1987 and 2000. Landsat ETM+ imagery is selected. Maximum Likelihood estimation based on the Bayesian theorem is used for classification purposes. Change maps are produced to observe the differences in land use and land cover changes in the study area in comparison with the baseline of the region.","2153-7003","978-1-4799-7929-5","10.1109/IGARSS.2015.7326459","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7326459","Landsat ETM+;Maximum Likelihood;Land Use;Land Cover","Maximum likelihood estimation;Remote sensing;Satellites;Earth;Agriculture;Coal mining;Soil","","2","","5","IEEE","12 Nov 2015","","","IEEE","IEEE Conferences"
