DOI,Title,Authors,Year,Abstract,Include,Reason,Data Source
10.1109/CVPRW56347.2022.00175,Pseudo-label Generation for Agricultural Robotics Applications,T. A. Ciarfuglia; I. Marian Motoi; L. Saraceni; D. Nardi,2022,"In the context of table grape cultivation there is rising interest in robotic solutions for harvesting, pruning, precision spraying and other agronomic tasks. Perception algorithms at the core of these systems require large amounts of labelled data, which in this context is often not available.In this work, we propose a semi-supervised solution to reduce the data needed to get state-of-the-art detection and segmentation of fruits in orchards. We present the case of table grape vineyards in southern Lazio (Italy) since grapes are a difficult fruit to segment due to occlusion, color and general illumination conditions. We consider the concrete scenario where the source labelled data is wine grape, while the target data is table grape, with considerable covariate shift. Starting from a simple video input, our method generates first bounding box labels, leveraging the structure from motion information, then segmentation masks, using the same weakly generated bounding box labels and a refining step based on Grabcut.This system is able to produce labels that considerably reduce the covariate shift from source to target data and that requires very limited data acquisition effort. Comparisons with State-of-the-art supervised solutions show how our methods are able to train new models that achieve high performances with few labelled images, with very simple labelling.",no,"The data is from a specific region in Italy (Lazio), which is local/national coverage, not the required multi-country European coverage.",
10.1109/TGRS.2022.3198187,Context-Self Contrastive Pretraining for Crop Type Semantic Segmentation,M. Tarasiou; R. A. Güler; S. Zafeiriou,2022,"In this article, we propose a fully supervised pretraining scheme based on contrastive learning particularly tailored to dense classification tasks. The proposed context-self contrastive loss (CSCL) learns an embedding space that makes semantic boundaries pop-up by use of a similarity metric between every location in a training sample and its local context. For crop type semantic segmentation from satellite image time series (SITS), we find performance at parcel boundaries to be a critical bottleneck and explain how CSCL tackles the underlying cause of that problem, improving the state-of-the-art performance in this task. Additionally, using images from the Sentinel-2 (S2) satellite missions we compile the largest, to our knowledge, SITS dataset densely annotated by crop type and parcel identities, which we make publicly available together with the data generation pipeline. Using that data we find CSCL, even with minimal pretraining, to improve all respective baselines and present a process for semantic segmentation at greater resolution than that of the input images for obtaining crop classes at a more granular level. The code and instructions to download the data can be found in https://github.com/michaeltrs/DeepSatModels.",no,"The abstract describes a dataset compiled from Sentinel-2 satellite images without specifying a geographic focus. Sentinel-2 data is global, and there is no indication that the dataset is restricted to exclusively European coverage.",
10.1109/TSM.2022.3228311,"The Environmental Footprint of IC Production: Review, Analysis, and Lessons From Historical Trends",T. Pirson; T. P. Delhaye; A. G. Pip; G. Le Brun; J. -P. Raskin; D. Bol,2023,"Given the ubiquity of electronic devices and the urgent need to decrease our footprint in the context of global warming and planetary boundaries, it becomes critical to better quantify the environmental impacts of integrated circuit (IC) production. Our work addresses this question in three successive steps. First, we carry out a review of the data available since 2010 from four different literature categories, i.e., foundry reports, industry roadmaps, scientific literature, and life-cycle assessment databases. Then, we leverage the 27 identified sources to perform both a qualitative and quantitative analysis. We propose 10 features for characterizing the scope of studies while focusing on environmental indicators normalized per cm2, i.e., energy consumption, carbon footprint and water consumption. The analysis results highlight a clear increasing trend of the environmental footprint with CMOS technology downscaling below  $0.13~\mu \text{m}$ , despite a significant variation between the sources mainly due to scope mismatch. Finally, we show that environmental impacts per cm2 did not significantly decrease compared to historical values from 1980–2010, whereas the total silicon area produced keeps on increasing by 3.6%/year. Consequently, this work calls for urgently rethinking the road ahead with sobriety to effectively decrease the absolute environmental footprint of the IC production sub-sector.",no,"The paper is a review about integrated circuit production, which is not related to agriculture.",
10.1109/ICRA57147.2024.10610231,AgriSORT: A Simple Online Real-time Tracking-by-Detection framework for robotics in precision agriculture,L. Saraceni; I. M. Motoi; D. Nardi; T. A. Ciarfuglia,2024,"The problem of multi-object tracking (MOT) consists in detecting and tracking all the objects in a video sequence while keeping a unique identifier for each object. It is a challenging and fundamental problem for robotics. In precision agriculture the challenge of achieving a satisfactory solution is amplified by extreme camera motion, sudden illumination changes, and strong occlusions. Most modern trackers rely on the appearance of objects rather than motion for association, which can be ineffective when most targets are static objects with the same appearance, as in the agricultural case. To this end, on the trail of SORT [5], we propose AgriSORT, a simple, online, real-time tracking-by-detection pipeline for precision agriculture based only on motion information that allows for accurate and fast propagation of tracks between frames. The main focuses of AgriSORT are efficiency, flexibility, minimal dependencies, and ease of deployment on robotic platforms. We test the proposed pipeline on a novel MOT benchmark specifically tailored for the agricultural context, based on video sequences taken in a table grape vineyard, particularly challenging due to strong self-similarity and density of the instances. Both the code and the dataset are available for future comparisons at: https://github.com/Lio320/AgriSORT",maybe,The abstract mentions a new dataset from a table grape vineyard but does not specify its geographic location or coverage. It is unclear if it meets the European coverage criterion.,
10.1109/ACCESS.2019.2910150,TB-Places: A Data Set for Visual Place Recognition in Garden Environments,M. Leyva-Vallina; N. Strisciuglio; M. López Antequera; R. Tylecek; M. Blaich; N. Petkov,2019,"Place recognition can be achieved by identifying whether a pair of images (a labeled reference image and a query image) depict the same place, regardless of appearance changes due to different viewpoints or lighting conditions. It is an important component of systems for camera localization and for loop closure detection and a widely studied problem for indoor or urban environments. Recently, the use of robots in agriculture and automatic gardening has created new challenges due to the highly repetitive appearance with prevalent green color and repetitive texture of garden-like scenes. The lack of available data recorded in gardens or plant fields makes difficult to improve localization algorithms for such environments. In this paper, we propose a new data set of garden images for testing algorithms for visual place recognition. It contains images with ground truth camera pose recorded in real gardens at different times, with varying light conditions. We also provide ground truth for all possible pairs of images, indicating whether they depict the same place or not. We also performed a thorough benchmark of several holistic (whole-image) descriptors, and provide the results on the proposed data set. We observed that existing descriptors have difficulties with scenes with repetitive textures and large changes of camera viewpoint.",maybe,The abstract introduces a new dataset of garden images but does not specify the geographic location where the data was collected. It is unclear if it meets the European coverage criterion.,TB-Places
10.1109/ACCESS.2020.2989052,Visual Trunk Detection Using Transfer Learning and a Deep Learning-Based Coprocessor,A. S. Aguiar; F. N. D. Santos; A. J. M. De Sousa; P. M. Oliveira; L. C. Santos,2020,"Agricultural robotics is nowadays a complex, challenging, and exciting research topic. Some agricultural environments present harsh conditions to robotics operability. In the case of steep slope vineyards, there are several challenges: terrain irregularities, characteristics of illumination, and inaccuracy/unavailability of signals emitted by the Global Navigation Satellite System (GNSS). Under these conditions, robotics navigation becomes a challenging task. To perform these tasks safely and accurately, the extraction of reliable features or landmarks from the surrounding environment is crucial. This work intends to solve this issue, performing accurate, cheap, and fast landmark extraction in steep slope vineyard context. To do so, we used a single camera and an Edge Tensor Processing Unit (TPU) provided by Google's USB Accelerator as a small, high-performance, and low power unit suitable for image classification, object detection, and semantic segmentation. The proposed approach performs object detection using Deep Learning (DL)-based Neural Network (NN) models on this device to detect vine trunks. To train the models, Transfer Learning (TL) is used on several pre-trained versions of MobileNet V1 and MobileNet V2. A benchmark between the two models and the different pre-trained versions is performed. The models are pre-trained in a built in-house dataset, that is publicly available containing 336 different images with approximately 1,600 annotated vine trunks. There are considered two vineyards, one using camera images with the conventional infrared filter and others with an infrablue filter. Results show that this configuration allows a fast vine trunk detection, with MobileNet V2 being the most accurate retrained detector, achieving an overall Average Precision of 52.98%. We briefly compare the proposed approach with the state-of-the-art Tiny YOLO-V3 running on Jetson TX2, showing the outperformance of the adopted system in this work. Additionally, it is also shown that the proposed detectors are suitable for the Localization and Mapping problems.",maybe,"The abstract describes a publicly available dataset of vine trunks but does not specify the geographic location of the vineyards, making it impossible to verify the European coverage criterion.",
10.1109/LRA.2019.2894468,AgriColMap: Aerial-Ground Collaborative 3D Mapping for Precision Farming,C. Potena; R. Khanna; J. Nieto; R. Siegwart; D. Nardi; A. Pretto,2019,"The combination of aerial survey capabilities of unmanned aerial vehicles (UAVs) with targeted intervention abilities of agricultural unmanned ground vehicles (UGVs) can significantly improve the effectiveness of robotic systems applied to precision agriculture. In this context, building and updating a common map of the field is an essential but challenging task. The maps built using robots of different types show differences in size, resolution, and scale, the associated geolocation data may be inaccurate and biased while the repetitiveness of both visual appearance and geometric structures found within agricultural contexts render classical map merging techniques ineffective. In this letter, we propose AgriColMap, a novel map registration pipeline that leverages a grid-based multimodal environment representation, which includes a vegetation index map and a digital surface model. We cast the data association problem between maps built from UAVs and UGVs as a multimodal, large displacement dense optical flow estimation. The dominant, coherent flows, selected using a voting scheme, are used as point-to-point correspondences to infer a preliminary nonrigid alignment between the maps. A final refinement is then performed, by exploiting only meaningful parts of the registered maps. We evaluate our system using real-world data for three fields with different crop species. The results show that our method outperforms several state-of-the-art map registration and matching techniques by a large margin, and has a higher tolerance to large initial misalignments. We release an implementation of the proposed approach along with the acquired datasets with this letter.",maybe,The abstract mentions releasing datasets from three agricultural fields but does not specify their geographic location. It is unclear if the data has exclusively European coverage.,
10.1109/JSTARS.2019.2937398,Measuring Ground Subsidence in Ha Noi Through the Radar Interferometry Technique Using TerraSAR-X and Cosmos SkyMed Data,D. H. T. Minh; Q. C. Tran; Q. N. Pham; T. T. Dang; D. A. Nguyen; I. El-Moussawi; T. Le Toan,2019,"Multitemporal synthetic aperture radar (SAR) interferometry (InSAR) is a widely used technique to measure the ground subsidence and has already shown its ability to map such phenomena on a large spatial scale with millimetric accuracy from space. In Vietnam, to have independent SAR data for surface risk applications, a new X-band SAR mission (JV-LOTUSat) has been scheduled for launch for the 2019-2020 timeframe. However, Vietnam is located in tropical regions where their conditions are impacted by strong atmosphere. The aim of this article is to provide a better understanding of the capabilities of the X-band for estimating the ground subsidence under tropical atmospheric conditions. Analysis is carried out on two stacks, TerraSAR-X and Cosmos SkyMed X-band, from 2011 to 2014 in Ha Noi. We show that the results on the ground subsidence from InSAR processing can describe consistently the subsidence area based on ground measurements. This article demonstrates that the InSAR technique can be effective at detecting and estimating the subsidence phenomena even with the X-band and under conditions typical of tropical regions. The displacement results from TerraSAR-X and Cosmos SkyMed datasets are consistent, with a correlation coefficient (R2) of 0.91 for the period during which their coverage overlaps. Groundwater overexploitation is one of the main causes of the ground subsidence in Ha Noi. This study provides strong support for the scientific potential of the X-band SAR space-borne mission in Vietnam and other tropical countries because it demonstrates the feasibility of the ground subsidence estimates by the X-band SAR, even in conditions impacted by strong atmosphere.",no,"The study area and data are from Ha Noi, Vietnam, which is outside of Europe.",
10.1109/ACCESS.2024.3350432,Vid2Cuts: A Framework for Enabling AI-Guided Grapevine Pruning,S. Häring; S. Folawiyo; M. Podguzova; S. krauß; D. Stricker,2024,"Recent advances in machine learning and computer vision promoted a surge in the development of AI-based approaches aimed at improving various agricultural tasks. In this work, we focus on grapevine pruning, which is one of the labor-intensive tasks in viticulture that requires experienced workers and has a huge impact on grapevine health, future yields and grape quality. Our objective is to develop an AI-based application that provides pruning suggestions according to the “gentle pruning” strategy enabling non-experts in the field to easily engage in the process. To achieve that, we have to deal with multiple challenges such as a large number of grapevine varieties, complicated outdoor conditions characterized by varied light, weather and complex grapevine structures with multiple occlusions. In this work, we present a framework, which allows the generation of pruning suggestions using a video recorded by a smartphone and visualize them in a mobile AR application. Thus, our contributions are the following: 1) we present the collection of a large image segmentation dataset of dormant grapevines; 2) we propose a novel distributed approach to generate pruning suggestions via a semantic 3D grapevine model generated from a smartphone video; 3) we propose a mobile AR application to visualize the pruning suggestions. Results show the robustness of our approach to outdoor conditions as well as reasonable pruning suggestions according to evaluation by domain experts in 71% of cases. We demonstrate the main challenges that must be addressed for such an application and propose a distributed solution to handle them.",maybe,"The abstract mentions a large dataset of grapevines but does not specify the geographic location, so it is not possible to determine if it meets the European coverage criterion.",
10.1109/IROS58592.2024.10802707,Temporal- and Viewpoint-Invariant Registration for Under-Canopy Footage using Deep-Learning-based Bird’s-Eye View Prediction,J. Zhou; R. Mascaro; C. Cadena; M. Chli; L. Teixeira,2024,"Conducting visual assessments under the canopy using mobile robots is an emerging task in smart farming and forestry. However, it is challenging to register images across different data-collection days, especially across seasons, due to the self-occluding geometry and temporal dynamics in forests and orchards. This paper proposes a new approach for registering under-canopy image sequences in general and in these situations. Our methodology leverages standard GPS data and deep-learning-based perspective to bird’s-eye view conversion to provide an initial estimation of the positions of the trees in images and their association across datasets. Furthermore, it introduces an innovative strategy for extracting tree trunks and clean ground surfaces from noisy and sparse 3D reconstructions created from the image sequences, utilizing these features to achieve precise alignment. Our robust alignment method effectively mitigates position and scale drift, which may arise from GPS inaccuracies and Sparse Structure from Motion (SfM) limitations. We evaluate our approach on three challenging real-world datasets, demonstrating that our method outperforms ICP-based methods on average by 50%, and surpasses FGR and TEASER++ by over 90% in alignment accuracy. These results highlight our method’s cost efficiency and robustness, even in the presence of severe outliers and sparsity. https://github.com/VIS4ROB-lab/bev_undercanopy_registration",maybe,The abstract mentions using three real-world datasets for smart farming/forestry but does not specify their geographic location or coverage.,
10.1109/LRA.2018.2855052,An Effective Multi-Cue Positioning System for Agricultural Robotics,M. Imperoli; C. Potena; D. Nardi; G. Grisetti; A. Pretto,2018,"The self-localization capability is a crucial component for Unmanned Ground Vehicles in farming applications. Approaches based solely on visual cues or on a low-cost Global Positioning System (GPS) are easily prone to fail in such scenarios. In this letter, we present a robust and accurate three-dimensional (3-D) global pose estimation framework, designed to take full advantage of heterogeneous sensory data. By modeling the pose estimation problem as a pose graph optimization, our approach simultaneously mitigates the cumulative drift introduced by motion estimation systems (wheel odometry, visual odometry, etc) and the noise introduced by raw GPS readings. Along with a suitable motion model, our system also integrates two additional types of constraints, namely, a Digital Elevation Model and a Markov Random Field assumption. We demonstrate how using these additional cues substantially reduces the error along the altitude axis and, moreover, how this benefit spreads to the other components of the state. We report exhaustive experiments combining several sensor setups, showing accuracy improvements ranging from 37% to 76% with respect to the exclusive use of a GPS sensor. We show that our approach provides accurate results even if the GPS unexpectedly changes positioning mode. The code of our system along with the acquired datasets is released with this letter.",maybe,"The abstract states that datasets are released but provides no information on their geographic location or coverage, making it impossible to verify the European coverage criterion.",
10.1109/PIERS53385.2021.9695104,Analyzing Impact of Time on Early Detection of Rainfall Event,M. S. Pathan; M. Jain; A. Nag; T. A. Skaif; S. Dev,2021,"Rainfall is a critical feature of a climatic system, which has a chaotic impact on agriculture, water resource management and biological systems. An early and accurate prediction of rainfall is a very important task and has vital effects on human life. However rainfall prediction is a challenging task in meteorology. Rainfall data mostly have high inconstancy and irregular patterns which are rare in other time series data. The rainfall data changes greatly with time, so the time factor has a high importance in such time series data. In order to develop efficient forecast models, one should deeply analyze the effect of time on prediction accuracy. Therefore, in this paper, we analyze how early we can predict a rainfall event with accuracy. We have performed the experiments on a 5-year daily rainfall data obtained from National Oceanic and Atmospheric Administration (NOAA) at 1-, 2-, 3-, and 4-day prior forecasting horizons using a machine learning technique to observe the trends in the prediction accuracy. Furthermore, we have also identified some most important input features from the dataset which plays a major role in the prediction of a rainfall event. Our results conclude that average wind speed and minimum temperature are most important weather variables in classifying rainfall events. We also observe that the forecasting error gradually increases with increasing lead times.",no,"The data is from the National Oceanic and Atmospheric Administration (NOAA), which typically provides global or US-centric data. The abstract does not specify an exclusively European coverage.",
10.1109/ACCESS.2023.3244499,Detection of Tomato Leaf Diseases for Agro-Based Industries Using Novel PCA DeepNet,K. Roy; S. S. Chaudhuri; J. Frnda; S. Bandopadhyay; I. J. Ray; S. Banerjee; J. Nedoma,2023,The advancement of Deep Learning and Computer Vision in the field of agriculture has been found to be an effective tool in detecting harmful plant diseases. Classification and detection of healthy and diseased crops play a very crucial role in determining the rate and quality of production. Thus the present work highlights a well-proposed novel method of detecting Tomato leaf diseases using Deep Neural Networks to strengthen agro-based industries. The present novel framework is utilized with a combination of classical Machine Learning model Principal Component Analysis (PCA) and a customized Deep Neural Network which has been named as PCA DeepNet. The hybridized framework also consists of Generative Adversarial Network (GAN) for obtaining a good mixture of datasets. The detection is carried out using the Faster Region-Based Convolutional Neural Network (F-RCNN). The overall work generated a classification accuracy of 99.60% with an average precision of 98.55%; giving a promising Intersection over Union (IOU) score of 0.95 in detection. Thus the presented work outperforms any other reported state-of-the-art.,maybe,"The abstract is focused on the proposed model and mentions using a 'mixture of datasets' augmented with GANs, but it is unclear if a specific, real-world dataset is used or what its geographic coverage might be.",
10.1109/MetroAgriFor58484.2023.10424135,Video-Based Fruit Detection and Tracking for Apple Counting and Mapping,J. Gené-Mola; M. Felip-Pomés; F. Net-Barnés; J. -R. Morros; J. C. Miranda; J. Arnó; L. Asín; J. Lordan; J. Ruiz-Hidalgo; E. Gregorio,2023,"Automatic fruit counting systems have garnered interest from farmers and agronomists to monitor fruit production, predict yields in advance, and identify production variability across orchards. However, accurately counting fruits poses challenges, particularly due to occlusions. This study proposes a multi-view sensing approach using continuous motion videos captured by a camera moved along the row of trees, followed by fruit detection in all video frames and application of Multi-Object Tracking (MOT) algorithms to prevent double-counting. Three tracking methods, namely SORT, DeepSORT, and ByteTrack, are compared for fruit counting using the YOLOv5x object detector. The methodology is applied to map fruit production in an experimental apple orchard at two different dates: four weeks and one week before harvest. The results demonstrate that ByteTrack (MOTA=0.682; IDF1=0.837; HOTA=0.689) outperforms SORT and DeepSORT, indicating its superior tracking performance. Computational efficiency analysis reveals similar processing times between SORT and ByteTrack (about 15 ms), while DeepSORT requires significantly more processing time per image (128 ms). Fruit counting evaluation shows reasonably accurate yield predictions on both dates, with reduced errors and improved performance closer to the harvest date (MAPE=7.47 %; $R^{2}$=0.70). The system proves effective in estimating orchard fruit production using computer vision technology, offering valuable insights for yield forecasting. These findings contribute to optimizing fruit production and supporting precision agriculture practices. The code and the dataset have been made publicly available and a video visualization of results is accessible at http://www.grap.udl.cat/en/publications/video_fruit_counting.",maybe,"The abstract mentions a publicly available dataset from an apple orchard but does not specify its geographic location, making it impossible to verify the European coverage criterion.",
10.1109/LGRS.2019.2891953,Selection of PolSAR Observables for Crop Biophysical Variable Estimation With Global Sensitivity Analysis,E. Erten; G. Taşkin; J. M. Lopez-Sanchez,2019,"The role of global sensitivity analysis (GSA) is to quantify and rank the most influential features for biophysical variable estimation. In this letter, an approximation model, called high-dimensional model representation (HDMR), is utilized to develop a regression method in conjunction with a GSA in the context of determining key input drivers in the estimation of crop biophysical variables from polarimetric synthetic aperture radar data. A multitemporal Radarsat-2 data set is used for the retrieval of three biophysical variables of barley: leaf area index, normalized difference vegetation index, and Biologische Bundesanstalt, Bundessortenamt und CHemische Industrie stage. The HDMR technique is first adopted to estimate a regression model with all available polarimetric features for each biophysical parameter, and sensitivity indices of each feature are then derived to explain the original space with a smaller number of features in which a final regression model is established. To evaluate the applicability of this methodology, root-mean square and coefficient of determination were performed under different amounts of samples. Results highlight that HDMR can be used effectively in biophysical variable estimation for not only reducing computational cost but also for providing a robust regression.",no,"The paper uses Radarsat-2 data, which has global coverage. The abstract does not specify an exclusively European study area, and it is likely a local site, thus failing the European coverage criterion.",
10.1109/TGRS.2015.2436335,Spectral and Spatial Classification of Hyperspectral Images Based on ICA and Reduced Morphological Attribute Profiles,N. Falco; J. A. Benediktsson; L. Bruzzone,2015,"The availability of hyperspectral images with improved spectral and spatial resolutions provides the opportunity to obtain accurate land-cover classification. In this paper, a novel methodology that combines spectral and spatial information for supervised hyperspectral image classification is proposed. A feature reduction strategy based on independent component analysis is the main core of the spectral analysis, where the exploitation of prior information coupled to the evaluation of the reconstruction error assures the identification of the best class-informative subset of independent components. Reduced attribute profiles (APs), which are designed to address well-known issues related to information redundancy that affect the common morphological APs, are then employed for the modeling and fusion of the contextual information. Four real hyperspectral data sets, which are characterized by different spectral and spatial resolutions with a variety of scene typologies (urban, agriculture areas), have been used for assessing the accuracy and generalization capabilities of the proposed methodology. The obtained results demonstrate the classification effectiveness of the proposed approach in all different scene typologies, with respect to other state-of-the-art techniques.",maybe,"The abstract mentions four real datasets, including agricultural areas, but does not specify their geographic locations. It is unclear if they meet the European coverage criterion.",
10.1109/IST55454.2022.9827752,Crop classification from satellite image sequences using a two-stream network with temporal self-attention,A. Stergioulas; K. Dimitropoulos; N. Grammalidis,2022,"In recent years the availability of satellite image observations of Earth has been increasing, creating opportunities for automated methods to be applied in tasks with significant economic importance, such as agricultural parcel crop classification. Designing and implementing automated methods that can efficiently interpret satellite images and handle their temporal nature poses a significant challenge in remote sensing. Deep learning models have proven to be able to leverage these type of data, taking into consideration both their spatial as well as temporal nature. Building on a state-of-the-art architecture using self-attention to classify crops captured in satellite images time series, we introduce two changes in order to better capture the crop phenology. Specifically, the calculation of the self-attention Query is performed by a Temporal Convolutional Network (TCN), while the TCN output is also taken under consideration for the final classification. Moreover, we utilize the temporal differences between consecutive time steps to create an auxiliary time series that can be employed alongside the original time series, in a two-stream architecture, that proves to be capable of further improving performance. We also conduct a detailed ablation study to assess the impact of these contributions. The proposed model was able to produce results that exceed the state-of-the-art on the publicly available Sentinel2-Agri dataset.",no,"The paper uses the Sentinel2-Agri dataset, which covers a region in Spain. This is national/local coverage, not the required multi-country European coverage.",Sentinel2-Agri
10.1109/TIM.2024.3413139,Performance Analysis of Standalone UWB Positioning Inside Forest Canopy,Z. Liu; H. Kaartinen; T. Hakala; J. Hyyppä; A. Kukko; R. Chen,2024,"A precise and reliable 2-D/3-D positioning solution is a significant advancement for robotics-assisted surveying in forestry automation. Ultrawideband (UWB) positioning, an outstanding technology for high accuracy and high robustness positioning solutions, has emerged as the most promising candidate to serve this application. It has the potential to reduce the meter-level positioning accuracy of the global navigation satellite system (GNSS) inside forest canopies down to the decimeter level independent of other sensors/measurements. However, to date, little is known about the actual performance of standalone UWB positioning in these environments. In this article, a detailed performance analysis of a standalone UWB positioning system in a GNSS-denied forest environment with slight and serious non-line-of-sight (NLOS) propagations was performed. Positioning accuracy and the effect of the positioning update rate on the accuracy, as well as the time consumption for different positioning methods, were analyzed based on real-world datasets. The results show that the standalone UWB positioning system is able to achieve decimeter-level positioning accuracy that is better than 0.3 m in the OXY plane inside the forest canopy even in the presence of severe NLOS propagations. Therefore, this study provides a valuable reference for positioning solutions in robotics-assisted surveying for forestry automation and also in other location-based applications.",no,The geographical coverage of the data is not specified as European; it appears to be a local study.,
10.1109/IGARSS.2019.8898926,Remote Sensing For Assessing Drought Insurance Claims in Central Europe,K. Heidler; A. Fietzke,2019,"In this study, the viability of assessing drought insurance claims via remote sensing is explored. Time series of satellite images from the Sentinel-2 mission and weather data from the European Climate Assessment & Dataset are used to fit classifiers on historical loss data from an agricultural insurance. Two different approaches for training classifiers are explored, designing neural networks to learn directly on the time series and transforming the data to a fixed-size representation to enable the use of other methods. It is shown that in this case the second approach yields much better results, as careful feature engineering combined with more rigid methods like gradient boosting leads to less overfitting compared to the neural network approach.Compared to existing approaches, the proposed methods allow for analyzing the situation on a per-field level while using high resolution imagery (Sentinel-2) over a large geographic area.",yes,The paper uses agricultural and climate datasets with a clear multi-country European scope (Central Europe).,Sentinel-2; European Climate Assessment & Dataset
10.1109/ACCESS.2019.2933060,"Automated Individual Pig Localisation, Tracking and Behaviour Metric Extraction Using Deep Learning",J. Cowton; I. Kyriazakis; J. Bacardit,2019,"Individual pig tracking is key to stepping away from group-level treatment and towards individual pig care. By doing so we can monitor individual pig behaviour changes over time and use these as indicators of health and well-being, which, in turn, will assist in the early detection of disease allowing for earlier and more effective intervention. However, it is a much more computationally challenging than performing this task at group level; mistakes in identification and tracking accumulate and, over time, provide noise measures. We combine a deep CNN object localisation method, Faster Region-based convolutional neural network (R-CNN), with two potential real-time multi-object tracking methods in order to create a complete system that can autonomously localise and track individual pigs allowing for the extraction of metrics pertaining to individual pig behaviours from RGB cameras. We evaluate two different transfer learning strategies to adapt Faster R-CNN to our pig detection dataset that is more challenging than conventional tracking benchmark datasets. We are able to localise pigs in individual frames with 0.901 mean average precision (mAP), which then allows us to track individual pigs across video footage with 92% Multi-Object Tracking Accuracy (MOTA) and 73.4% Identity F1-Score (IDF1), and re-identify them after occlusions and dropped frames with 0.862 mAP (0.788 Rank 1 cumulative matching characteristic (CMC)). From these tracks we extract individual behavioural metrics for total distance travelled, time spent idle, and average speed with less than 0.015 mean squared error (MSE) for each. Changes in all these behavioural metrics have value in the detection of pig health and wellbeing.",no,The geographical coverage of the dataset is not specified as European; it appears to be a local study.,
10.1109/JSTARS.2015.2424292,An Approximate Spectral Clustering Ensemble for High Spatial Resolution Remote-Sensing Images,K. Taşdemir; Y. Moazzen; I. Yildirim,2015,"Unsupervised clustering of high spatial resolution remote-sensing images plays a significant role in detailed land-cover identification, especially for agricultural and environmental monitoring. A recently promising method is approximate spectral clustering (SC) which enables spectral partitioning for large datasets to extract clusters with distinct characteristics without a parametric model. It also facilitates the use of various information types via advanced similarity criteria. However, it requires an empirical selection of a similarity criterion optimal for the corresponding application. To address this challenge, we propose an approximate SC ensemble (ASCE2) which fuses partitionings obtained by different similarity representations. Contrary to existing spectral ensembles for remote-sensing applications, the proposed ASCE2 employs neural gas quantization instead of random sampling, advanced similarity criteria instead of traditional distance-based Gaussian kernel with different decay parameters, and a two-level ensemble. We evaluate the proposed ASCE2 with three measures (accuracy, adjusted Rand index, and normalized mutual information) using five remote-sensing images, two of which are commonly available. We apply the ASCE2 in two applications for agricultural monitoring: 1) land-cover identification to determine orchard fields using a WorldView-2 image (0.5-m spatial resolution) and 2) finding lands in good agricultural condition using multitemporal RapidEye images (5-m spatial resolution). Experimental results indicate a significant betterment of the resulting partitionings obtained by the proposed ensemble, with respect to the evaluation measures in these applications.",no,The geographical coverage of the remote sensing data is not specified as European.,
10.1109/ICFHR.2016.0113,ICFHR2016 Competition on the Classification of Medieval Handwritings in Latin Script,F. Cloppet; V. Églin; V. C. Kieu; D. Stutzmann; N. Vincent,2016,"This paper presents the results of the ICFHR2016 Competition on the Classification of Medieval Handwritings in Latin Script (CLaMM), jointly organized by Computer Scientists and Humanists (paleographers). This work aims at providing a rich database of European medieval manuscripts to the community on Handwriting Analysis and Recognition. At this competition, we proposed two independent classification tasks which attracted five participants with seven submitted classifiers. Those classifiers are trained on a set of 2000 images with their ground truths. In the first task of script crisp classification, the classifiers have been evaluated on a test set of 1000 single-type manuscripts. In the second task of ""Fuzzy Classification"", the classifiers have been carried out on a set of 2000 multi-script-type manuscripts. The results of the participants provide the first baseline evaluation up to the accuracy score of 83.9% for the task 1 and to the fuzzy weighted score of 2.96/4 for the task 2. An analysis based on the intra-class distance and matrix of confusion of each classifier is also given.",no,The paper is not related to agriculture.,
10.1109/IPAS55744.2022.10052895,A Novel Resource-Constrained Insect Monitoring System based on Machine Vision with Edge AI,A. Kargar; M. P. Wilk; D. Zorbas; M. T. Gaffney; B. Q'Flynn,2022,"Effective insect pest monitoring is a vital component of Integrated Pest Management (IPM) strategies. It helps to support crop productivity while minimising the need for plant protection products. In recent years, many researchers have considered the integration of intelligence into such systems in the context of the Smart Agriculture research agenda. This paper describes the development of a smart pest monitoring system, developed in accordance with specific requirements associated with the agricultural sector. The proposed system is a low-cost smart insect trap, for use in orchards, that detects specific insect species that are detrimental to fruit quality. The system helps to identify the invasive insect, Brown Marmorated Stink Bug (BMSB) or Halyomorpha halys (HH) using a Microcontroller Unit-based edge device comprising of an Internet of Things enabled, resource-constrained image acquisition and processing system. It is used to execute our proposed lightweight image analysis algorithm and Convolutional Neural Network (CNN) model for insect detection and classification, respectively. The prototype device is currently deployed in an orchard in Italy. The preliminary experimental results show over 70 percent of accuracy in BMSB classification on our custom-built dataset, demonstrating the proposed system feasibility and effectiveness in monitoring this invasive insect species.",no,"The dataset has national coverage (Italy), not the required multi-country European coverage.",
