"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"AgriSen - A Dataset for Crop Classification","T. Selea; M. -F. Pslaru","Faculty of Mathematics and Informatics, West University of Timioara, Timioara, Romania; Faculty of Chemistry, Biology and Geography, West University of Timioara, Timioara, Romania",2020 22nd International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC),"24 Feb 2021","2020","","","259","263","The large amount of collected data in the field of Earth Observation has created the need for automatization in processing and extraction information from it. Thus, deep learning (DL) techniques have gained popularity among the remote sensing community. Agriculture is one of the domains where DL can improve the current state-of-the-art. In this paper, we focus on the task of crop type classification, a key task in the process of assessing the agricultural market and yield. To this purpose, we introduce a new dataset, based on publicly available data (images from satellite Sentinel-2 and annotations from Land Parcel Identification System), to be used for further research in this field.","","978-1-7281-7628-4","10.1109/SYNASC51798.2020.00049","European Space Agency(grant numbers:4000125049/18/NL/CBI); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9356941","deep learning;semantic segmentation;crop type classification;satellite data","Earth;Image segmentation;Satellites;Scientific computing;Agriculture;Task analysis;Remote sensing","","3","","19","IEEE","24 Feb 2021","","","IEEE","IEEE Conferences"
"Smart Farming data and IoT in Support of Agricultural Policy Monitoring","N. Kalatzis; M. Paraskevopoulos; G. Routis; I. Roussaki","Neuropublic, Piraeus, Greece; Institute of Communication and Computer Systems, Athens, Greece; Institute of Communication and Computer Systems, Athens, Greece; Institute of Communication and Computer Systems, Athens, Greece",2024 IEEE International Conference on Omni-layer Intelligent Systems (COINS),"15 Aug 2024","2024","","","1","8","Building a “Common European Agricultural Data Space” lies among the high priorities of the European Commission for the agriculture sector following the directives of the recent European Strategy for Data. The aim is to create a single market for data, where data can flow within the EU and across sectors, for the benefit of all. Several authorities and approaches are in place for monitoring public and/or private agri-data and address the challenges of managing large-scale data infrastructures. However, what is missing is sufficient tools, models, and policies that would allow the seamless, transparent, and secure interoperation of existing agri-data infrastructures and platforms, which unfortunately remain isolated. While some attempts have been made to encourage interoperability, there are still major challenges to be addressed, both at technological and operational/business levels. On the technology side, one of the main barriers is due to the wide and heterogeneous landscape currently in place and the lack of dominant standardized solutions. This paper aims to present the main objectives and concepts of the DIVINE project, focusing on the mechanisms it provides for enabling agriculture policies monitoring based on smart farming data sharing and analytics, as well as adoption of various Internet of Things technologies.","2996-5330","979-8-3503-4959-7","10.1109/COINS61597.2024.10622371","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10622371","Agricultural Data Spaces Ecosystem;smart agriculture;Internet of Things;data economy;artificial intelligence;CAP monitoring;benchmarking","Smart agriculture;Biological system modeling;Buildings;Europe;Focusing;Internet of Things;Intelligent systems","","1","","15","IEEE","15 Aug 2024","","","IEEE","IEEE Conferences"
"TimeSen2Crop: A Million Labeled Samples Dataset of Sentinel 2 Image Time Series for Crop-Type Classification","G. Weikmann; C. Paris; L. Bruzzone","Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"28 May 2021","2021","14","","4699","4708","This article presents TimeSen2Crop, a pixel-based dataset made up of more than 1 million samples of Sentinel 2 time series (TSs) associated to 16 crop types. This dataset, publicly available, aims to contribute to the worldwide research related to the supervised classification of TSs of Sentinel 2 data for crop type mapping. TimeSen2Crop includes atmospherically corrected images and reports the snow, shadows, and clouds information per labeled unit. The provided TSs represent an agronomic year (i.e., period from one year's harvest to the next one for agricultural commodity) ranging from September 2017 to August 2018. To generate the dataset, the publicly available Austrian crop type map based on farmer's declarations has been considered. To ensure the selection of reliable labeled units from the map (i.e., pure pixels correctly associated to their labels), an automatic procedure for the extraction of the training set based on a multitemporal deep learning model has been defined. TimeSen2Crop also includes a TS of Sentinel 2 images acquired in the following agronomic year (i.e., from September 2018 to August 2019). These data are provided with the aim of attract more research activities for solving a typical challenge of the crop type mapping task: adapting multitemporal deep learning models to different year (domain adaptation). The design of the dataset is described along with a benchmark comparison of deep learning models for crop type mapping.","2151-1535","","10.1109/JSTARS.2021.3073965","European Union's Horizon 2020 research and innovation programme(grant numbers:825258); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9408357","Benchmark;crop type mapping;multispectral images;multitemporal deep learning;Sentinel-2 dataset;time series (TSs);TimeSen2Crop","Agriculture;Benchmark testing;Deep learning;Training;Data mining;Time series analysis;Task analysis","","42","","31","CCBY","19 Apr 2021","","","IEEE","IEEE Journals"
"Evaluation of Machine Learning Models for Water Stress Detection Using Stem Impedance","F. Cum; S. Calvo; A. Sanginario; U. Garlando","Department of Electronics and Telecommunications (DET), Politecnico di Torino, Torino, Italy; Department of Electronics and Telecommunications (DET), Politecnico di Torino, Torino, Italy; Department of Electronics and Telecommunications (DET), Politecnico di Torino, Torino, Italy; Department of Electronics and Telecommunications (DET), Politecnico di Torino, Torino, Italy",IEEE Transactions on AgriFood Electronics,"10 Oct 2024","2024","2","2","314","322","Food security, producing enough food for every person on the planet, is becoming a significant issue. Increasing world population and climate change are setting new challenges to food production. Water stress can cause severe damage to crops, and detecting and preventing this threat is crucial. Smart agriculture and the use of sensors directly on the field is a promising and rapidly evolving solution. Data collected by a large number of sensors must be analyzed and efficiently interpreted. In this context, machine learning is an effective solution. This article conducts a comparative analysis of several well-established machine learning models, all trained on a dataset enriched with a novel parameter for the assessment of plant health, the stem electrical impedance (modulus and phase). This feature gives promising results since it is a direct parameter of the plant itself. Moreover, the inclusion of the stem impedance parameter significantly boosted the model's performance, notably enhancing the effectiveness, particularly evident in the case of the top-performing model in this study, the random forest algorithm. When incorporating stem electrical impedance, this model achieved an impressive F1 score of 98%, markedly surpassing the 88% obtained in its absence. As a complementary analysis, a permutation feature performance analysis was conducted, highlighting the potential of stem impedance modulus as a promising feature for evaluating plant watering conditions. The removal of impedance modulus from the training model resulted in an average classification performance loss of 25% in terms of F1 score, suggesting how impedance monitoring is a promising approach for plant health management.","2771-9529","","10.1109/TAFE.2024.3457156","Agritech National Research Center and received funding from the European Union Next-GenerationEU; PIANO NAZIONALE DI RIPRESA E RESILIENZA (PNRR) MISSIONE 4 COMPONENTE 2, INVESTIMENTO 1.4 D.D. 1032 17/06/2022, CN00000022; National Recovery and Resilience Plan (NRRP); Mission 4 - Component 2 - Investment 3.1 - Call for tender No. n. 3264 of 28/12/2021 of Italian Ministry of Research; European Union NextGenerationEU; Italian Ministry of Research(grant numbers:CUP: B33C22000710006); iENTRANCE; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10690239","Machine learning;plants monitoring;smart agriculture;stem impedance","Impedance;Machine learning;Data models;Support vector machines;Climate change;Plants (biology);Smart agriculture;Food security;Food products;Threat assessment","","1","","22","IEEE","24 Sep 2024","","","IEEE","IEEE Journals"
"A Nearest Neighbors based Data Filter for Fog Computing in IoT Smart Agriculture","F. M. Ribeiro; R. Prati; R. Bianchi; C. Kamienski","Federal University of ABC Federal Institute of Maranhão; Federal University of ABC, Santo André, Brazil; Centro Universitário FEI, São Bernardo do Campo, Brazil; Federal University of ABC, Santo André, Brazil",2020 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"8 Dec 2020","2020","","","63","67","In smart agriculture, the Internet of Things (IoT) makes it possible to analyze and manage agricultural yield to increase productivity, reduce wasted resources, and decrease irrigation costs. In IoT systems, if data management is entirely performed in the cloud, the system may not work correctly due to connectivity problems, which is common in some remote regions where the agribusiness thrives. A fog computing solution enables the IoT system to process data faster and deal with intermittent connectivity. However, a high number of packets sent from the fog to the cloud can cause link congestion with mostly useless data traffic. Dealing with fog data filtering is a challenge because it requires knowing which data is essential to send to the cloud. This paper proposes an approach to collect and store data in a smart agriculture environment and two different methods filtering data in the fog. We designed an experiment for each filtering method, using a real dataset containing temperature and humidity values. In both experiments, the fog filters the data using the k-Nearest-Neighbors (kNN) algorithm, which classifies data into categories according to their value ranges. In the first experiment, the fog classifies the data and generates an output of the number of data categories. In the second experiment, data is classified and also compressed based on the previously obtained categories using the runlength encoding (RLE) technique to preserve the data time series nature. Our results show that data filtering reduces the amount of data sent by the fog to the cloud.","","978-1-7281-8783-9","10.1109/MetroAgriFor50201.2020.9277661","European Commission; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9277661","smart agriculture;fog computing;Internet of things;data filtering;machine learning","Agriculture;Cloud computing;Sensors;Humidity;Edge computing;Training;Temperature distribution","","18","","17","IEEE","8 Dec 2020","","","IEEE","IEEE Conferences"
"Availability and Accessibility of Open Data Relevant for Urban Planning: A Case Study of Zagreb, Croatia","K. Kević; H. Tomić; Z. Bačić; D. Šiško","Faculty of Geodesy, Institute of Cartography and Photogrammetry, University of Zagreb, Zagreb, Croatia; Faculty of Geodesy, Institute of Applied Geodesy, University of Zagreb, Zagreb, Croatia; Faculty of Geodesy, Institute of Geomatics, University of Zagreb, Zagreb, Croatia; City Office of Strategic Planning and Development of the City, City of Zagreb, Zagreb, Croatia",2023 International Conference on Earth Observation and Geo-Spatial Information (ICEOGI),"1 Nov 2023","2023","","","1","4","Sustainable urban development (planning) relies on up-to-date spatial and other information. Much of this data comes from government organizations, agencies and institutions which are obliged to make it open by the EU Open Data Directive (2019/1024) and Implementing Regulation (2023/138). The City of Zagreb has established spatial data infrastructure (SDI) to support the provision of spatial open government data. This paper analyses which government data relevant to urban planning is available in Zagreb SDI, in which form it can be assessed and to what extent is this data in line with the list of adopted high-value data in Europe. The results indicate that a number of spatial data exist, but data accessibility limits its reuse potential - data mostly available as view only.","","979-8-3503-9672-0","10.1109/ICEOGI57454.2023.10292981","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10292981","spatial open data;high-value data;urban planning","Earth;Government;Urban planning;Europe;Spatial databases;Regulation;Planning","","","","10","IEEE","1 Nov 2023","","","IEEE","IEEE Conferences"
"Soil Texture and pH Mapping Using Remote Sensing and Support Sampling","O. Yüzügüllü; N. Fajraoui; F. Liebisch","AgriCircle AG, Bahnhofstrasse 28b, Pfäffikon, Schwyz, Switzerland; AgriCircle AG, Bahnhofstrasse 28b, Pfäffikon, Schwyz, Switzerland; Agroscope, Water Protection, and Substance Flows, Reckenholzstrasse 191, Zurich, Switzerland",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"24 Jul 2024","2024","17","","12685","12705","Soil pH and texture are valuable information for agriculture, supporting the achievement of high productivity and low environmental impact, which is the basis for sustainable agricultural production. In this study, we present novel soil mapping techniques that integrate high-spatial-resolution satellite and ground data, surpassing traditional methods in precision and reliability. By synergizing remote sensing data, including polarimetric synthetic aperture and multispectral imagery, with climate and terrain information, alongside coarse-resolution soil data, we achieved high accuracy, with an average error of less than 6%, in predicting soil pH and texture parameters. Notably, the approach allows for detailed mapping at the pixel level, revealing nuanced variability within 10×10 m field pixels. Considering the accuracy, the method establishes itself as a benchmark for field management guidelines integrating a precision sampling approach, offering actual and high spatial resolution information crucial for sustainable agricultural practices. This holistic approach allows new opportunities to revolutionize soil management practices, facilitating variable rate applications, soil moisture, and fertilization mapping and ultimately enhancing agri-environmental sustainability.","2151-1535","","10.1109/JSTARS.2024.3422494","EJP Soil Project STEROPES(grant numbers:862695,H2020,H2020-SFS-2019-1); Stimulating Novel Technologies from Earth Remote Observation to Predict European Soil Carbon within the Horizon 2020 program scheme; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10584110","Machine learning (ML);precision agriculture;remote sensing;soil health;soil mapping","Soil;Soil properties;Soil measurements;Soil texture;Remote sensing;Satellites;Accuracy","","10","","82","CCBY","3 Jul 2024","","","IEEE","IEEE Journals"
"A Scalable High-Performance Unsupervised System for Producing Large-Scale HR Land Cover Maps: The Italian Country Case Study","C. Paris; L. Gasparella; L. Bruzzone","University of Trento, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"1 Nov 2022","2022","15","","9146","9159","This article presents an operational system for the automatic production of high-resolution (HR) large-scale land cover (LC) maps in a fast, efficient, and unsupervised manner. This is based on a scalable and parallelizable tile-based approach, which does not require the collection of new training data. The method leverages the complementary information provided by the existing LC maps and recent acquisitions of HR Earth observation (EO) images to identify map units that have the highest probability of being correctly associated with their labels, and exploit the obtained “weak” training set to produce an updated HR LC map by classifying the recently acquired EO data. Both steps, performed at tile level, can be implemented on a high-performance computing (HPC) environment, which simultaneously process all required tiles (independently of each other) for the entire study area. The method was tested considering the publicly available 2018 Corine LC map having a minimum mapping unit of 25 ha and the Sentinel-2 images to generate an HR LC map of Italy. The obtained map has a spatial resolution of 10 m and presents the nine major LC types (i.e., “artificial land,” “bareland,” “grassland,” “cropland,” “broadleaves,” “conifers,” “snow,” “water,” and “shrubland”). Validation was performed using the 2018 European Land Use and Coverage Area Frame Survey database made up of in situ data. The overall accuracy achieved for the Northern, Southern, and Central part of Italy and the Italian Islands is 91.29%, 91.63%, 92.21%, and 91.06%, respectively.","2151-1535","","10.1109/JSTARS.2022.3209902","European Space Agency; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9904035","Automatic classification;Corine land cover (CLC) map;Earth observation (EO);European Land Use and Coverage Area Frame Survey (LUCAS) database;high-resolution (HR) land cover (LC) maps;LC map production;Sentinel-2;unsupervised methods","Spatial resolution;Crops;Europe;Earth;Training;Snow;Soft sensors","","8","","39","CCBY","27 Sep 2022","","","IEEE","IEEE Journals"
"Simulation of Spectral Disturbance Effects for Improvement of Soil Property Estimation","R. Milewski; A. Abdelbaki; S. Chabrillat; N. Tziolas; B. Van Wesemael; S. Jacquemoud","Helmholtz Center Potsdam GFZ German Research Centre for Geosciences, Potsdam, Germany; Helmholtz Center Potsdam GFZ German Research Centre for Geosciences, Potsdam, Germany; Helmholtz Center Potsdam GFZ German Research Centre for Geosciences, Potsdam, Germany; Department of Soil and Water Sciences, University of Florida, Florida, USA; Earth and Life Institute, Université Catholique de Louvain, Louvain-la-Neuve, Belgium; Institut de Physique du Globe de Paris-Sorbonne, Université Paris Diderot UMR CNRS, Paris, France",IGARSS 2023 - 2023 IEEE International Geoscience and Remote Sensing Symposium,"20 Oct 2023","2023","","","1257","1260","This study introduces the development of Spatially Upscaled Soil Spectral Libraries (SUSSL) approach to assess spectral disturbances caused by variations in surface conditions in remote sensing-based soil property prediction. The SUSSL incorporates realistic cropland reflectance scenarios using spectral modelling and aggregation techniques. By convoluting the spectral database to multispectral and hyperspectral satellite sensors, the sensitivity of spectral indices in retrieving undisturbed surface reflectance is evaluated. Preliminary findings indicate that the spectral disturbance effects significantly impact the accuracy of soil organic carbon (SOC) estimations, resulting in a noticeable loss compared to bare soil spectra. However, strict filtering criteria using spectral indices exhibit promise in enhancing SOC modelling performance, particularly for multispectral sensors. Hyperspectral sensors demonstrate higher baseline accuracies even in disturbed soil cases. This research highlights the importance of accounting for surface condition variations for reliable soil property mapping. Future work involves leveraging machine learning techniques on SUSSL data to improve prediction accuracy and spatial coverage of soil properties using Earth Observation data.","2153-7003","979-8-3503-2010-7","10.1109/IGARSS52108.2023.10282492","European Space Agency; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10282492","Soil spectral modelling;SOC;moisture;roughness;crop residues","Reflectivity;Earth;Sensitivity;Satellites;Soil properties;Estimation;Machine learning","","","","9","IEEE","20 Oct 2023","","","IEEE","IEEE Conferences"
"Self-Supervised Learning on Small In-Domain Datasets Can Overcome Supervised Learning in Remote Sensing","A. J. Sanchez-Fernandez; S. Moreno-Álvarez; J. A. Rico-Gallego; S. Tabik","Department of Computer Systems Engineering and Telematics, School of Technology, University of Extremadura, Cáceres, Spain; Department of Computer Languages and Systems, National University of Distance Education, UNED, Madrid, Spain; CénitS-COMPUTAEX: Extremadura Center for Research, Technological Innovation, and Supercomputing, Cáceres, Spain; Department of Computer Science and Artificial Intelligence, Andalusian Research Institute in Data Science and Computational Intelligence, DaSCI, University of Granada, Granada, Spain",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"24 Jul 2024","2024","17","","12797","12810","The availability of high-resolution satellite images has accelerated the creation of new datasets designed to tackle broader remote sensing (RS) problems. Although popular tasks, such as scene classification, have received significant attention, the recent release of the Land-1.0 RS dataset marks the initiation of endeavors to estimate land-use and land-cover (LULC) fraction values per RGB satellite image. This challenging problem involves estimating LULC composition, i.e., the proportion of different LULC classes from satellite imagery, with major applications in environmental monitoring, agricultural/urban planning, and climate change studies. Currently, supervised deep learning models—the state-of-the-art in image classification—require large volumes of labeled training data to provide good generalization. To face the challenges posed by the scarcity of labeled RS data, self-supervised learning (SSL) models have recently emerged, learning directly from unlabeled data by leveraging the underlying structure. This is the first article to investigate the performance of SSL in LULC fraction estimation on RGB satellite patches using in-domain knowledge. We also performed a complementary analysis on LULC scene classification. Specifically, we pretrained Barlow Twins, MoCov2, SimCLR, and SimSiam SSL models with ResNet-18 using the Sentinel2GlobalLULC small RS dataset and then performed transfer learning to downstream tasks on Land-1.0. Our experiments demonstrate that SSL achieves competitive or slightly better results when trained on a smaller high-quality in-domain dataset of 194 877 samples compared to the supervised model trained on ImageNet-1k with 1 281 167 samples. This outcome highlights the effectiveness of SSL using in-distribution datasets, demonstrating efficient learning with fewer but more relevant data.","2151-1535","","10.1109/JSTARS.2024.3421622","SmartFoRest; European Union NextGenerationEU/ PRTR(grant numbers:TED2021-129690B-I00); Ministerio de Ciencia e Innovación(grant numbers:PID2019-110315RB-I00); European Regional Development Fund; Junta de Extremadura(grant numbers:IB20040); Thematic Center on Mountain Ecosystem & Remote sensing, Deep learning-AI e-Services University of Granada-Sierra Nevada; Ministerio de Ciencia e Innovación; FEDER funds from the Spanish Pluriregional Operational(grant numbers:LifeWatch-2019-10-UGR-01); LifeWatch-ERIC action line(grant numbers:LifeWatch-2019-10-UGR-01_WP-8,LifeWatch-2019-10-UGR-01_WP-7,LifeWatch-2019-10-UGR-01_WP-4); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10582406","Deep learning;fraction estimation;land use and land cover (LULC);multispectral data;remote sensing (RS);RGB satellite images;self-supervised learning (SSL)","Task analysis;Estimation;Scene classification;Satellites;Satellite images;Deep learning;Computational modeling;Climate change;Remote sensing;Self-supervised learning;Land use planning","","3","","44","CCBY","2 Jul 2024","","","IEEE","IEEE Journals"
"Soil Nitrogen Forecasting From Environmental Variables Provided By Multisensor Remote Sensing Images","W. Zhao; G. Chuluunbat; A. Unagaev; N. Efremova","Deep Planet, London, UK; Deep Planet, London, UK; Deep Planet, London, UK; Queen Mary University and the Alan Turing Institute, London, UK",IGARSS 2024 - 2024 IEEE International Geoscience and Remote Sensing Symposium,"5 Sep 2024","2024","","","4272","4275","This study introduces a framework for forecasting soil nitrogen content, leveraging multi-modal data, including multi-sensor remote sensing images and advanced machine learning methods. We integrate the Land Use/Land Cover Area Frame Survey (LUCAS) database, which covers European and UK territory, with environmental variables from satellite sensors to create a dataset of novel features. We further test a broad range of machine learning algorithms, focusing on tree-based models such as CatBoost, LightGBM, and XGBoost. We test the proposed methods with a variety of land cover classes, including croplands and grasslands to ensure the the robustness of this approach. Our results demonstrate that CatBoost model surpasses other methods in accuracy. This research not only advances the field of agricultural management and environmental monitoring but also demonstrates the significant potential of integrating multisensor remote sensing data with machine learning for environmental analysis.","2153-7003","979-8-3503-6032-5","10.1109/IGARSS53475.2024.10642927","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10642927","Soil Nitrogen;Machine Learning;Remote Sensing;Environmental Variables","Grasslands;Satellites;Databases;Biological system modeling;Land surface;Machine learning;Soil","","1","","9","IEEE","5 Sep 2024","","","IEEE","IEEE Conferences"
"An Assessment of the Applicability of Three Reanalysis Snow Density Datasets Over China Using Ground Observations","S. Gao; Z. Li; P. Zhang; J. Zeng; Q. Chen; C. Zhao; C. Liu; Z. Wu; H. Qiao","Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Remote Sensing Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Northwest Land and Resources Research Center, Shaanxi Normal University, Xi’an, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China",IEEE Geoscience and Remote Sensing Letters,"16 Sep 2022","2022","19","","1","5","Snow density is an important variable in snowpack research. The comprehensive applicability evaluation of the snow density datasets is a prerequisite of these datasets for their applications in hydrology processes and climate change, as well as in snow equivalent water retrieval algorithms. In this letter, the applicability of three snow density datasets, including European ReAnalysis (ERA)-Interim, ERA5, and the newly released ERA5-Land datasets, was first assessed using two ground evaluation datasets with different land covers from seven snow survey courses and four densely sampled networks in China. The results show that the ERA-Interim dataset significantly overestimates snow density during the entire snow season, with an overall root mean square error (RMSE) larger than 112 kg/m3, and lacks temporal dynamics. The ERA5 and ERA5-Land datasets are generally in good agreement with the ground measurements in China. The averaged RMSEs of the ERA5 dataset are 56.2 kg/m3 against snow course sites and 28.3 kg/m3 versus the densely sampled measurements, and those of the ERA5-Land dataset are 56.6 and 28.4 kg/m3, respectively. However, the ERA5 and ERA5-Land datasets still underestimate snow density over time, especially for the middle and late snow seasons. These new findings are expected to provide valuable feedback to model developers to further enhance the accuracy of snow density datasets.","1558-0571","","10.1109/LGRS.2022.3202897","National Key Research and Development Program of China(grant numbers:2018YFA0605403); Key Deployment Program of Aerospace Information Research Institute, Chinese Academy of Sciences (AIRCAS)(grant numbers:Y950930Z2F); International Partnership Program of Chinese Academy of Sciences(grant numbers:131C11KYSB20160061); National Natural Science Foundation of China(grant numbers:41976171); Youth Innovation Promotion Association CAS(grant numbers:2018082); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9894045","China;European ReAnalysis (ERA)-Interim;ERA5;ERA5-Land;evaluation;ground measurements;snow density","Correlation coefficient;Hydrology;Climate change;Density measurement;Snow;Geoscience and remote sensing;Europe","","5","","16","IEEE","16 Sep 2022","","","IEEE","IEEE Journals"
"Deep Learning for Automatic Outlining Agricultural Parcels: Exploiting the Land Parcel Identification System","A. García-Pedrero; M. Lillo-Saavedra; D. Rodríguez-Esparragón; C. Gonzalo-Martín","Department of Computer Architecture and Technology, Universidad Politécnica de Madrid, Madrid, Spain; Facultad de Ingeniería Agrícola, Universidad de Concepción, Chillán, Chile; Instituto de Oceanografía y Cambio Global, IOCAG, Unidad Asociada ULPGC-CSIC, Las Palmas de Gran Canaria, Spain; Department of Computer Architecture and Technology, Universidad Politécnica de Madrid, Madrid, Spain",IEEE Access,"7 Nov 2019","2019","7","","158223","158236","Accurate and up-to-date information on the spatial and geographical characteristics of agricultural areas is an indispensable value for the various activities related to agriculture and research. Most agricultural studies and policies are carried out at the field level, for which precise boundaries are required. Today, high-resolution remote sensing images provide useful spatial information for plot delineation; however, manual processing is time-consuming and prone to human error. The objective of this paper is to explore the potential of deep learning (DL) approach, in particular a convolutional neural network (CNN) model, for the automatic outlining of agricultural plot boundaries from orthophotos over large areas with a heterogeneous landscape. Since DL approaches require a large amount of labeled data to learn, we have exploited the open data from the Land Parcel Identification System (LPIS) from the Chartered Community of Navarre, Spain. The boundaries of the agricultural plots obtained from our methodology were compared with those obtained using a state-of-the-art methodology known as gPb-UCM (global probability of boundary followed by ultrametric contour map) through an error measurement called the boundary displacement error index (BDE). In BDE terms, the results obtained by our method outperform those obtained from the gPb-UCM method. In this regard, CNN models trained with LPIS data are a useful and powerful tool that would reduce intensive manual labor in outlining agricultural plots.","2169-3536","","10.1109/ACCESS.2019.2950371","Agencia Estatal de Investigación(grant numbers:CTM2016-77733-R); Fondo de Fomento al Desarrollo Científico y Tecnológico(grant numbers:Fondef-IT18I0008); Water Research Center For Agriculture and Mining, CRHIAM(grant numbers:CONICYT-FONDAP-15130015); European Regional Development Fund(grant numbers:VA026P17); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8886377","Convolutional neural network;deep learning;edge extraction;land parcel identification system;parcels delineation","Image segmentation;Agriculture;Deep learning;Image edge detection;Tools;Europe;Remote sensing","","55","","54","CCBY","30 Oct 2019","","","IEEE","IEEE Journals"
"Influence of Surface Roughness Sample Size for C-Band SAR Backscatter Applications on Agricultural Soils","A. Martinez-Agirre; J. Álvarez-Mozos; H. Lievens; N. E. C. Verhoest; R. Giménez","Department of Projects and Rural Engineering, IS-FOOD Institute (Innovation and Sustainable Development in Food Chain), Public University of Navarre, Pamplona, Spain; Department of Projects and Rural Engineering, IS-FOOD Institute (Innovation and Sustainable Development in Food Chain), Public University of Navarre, Pamplona, Spain; Global Modeling and Assimilation Office, NASA Goddard Space Flight Center, Greenbelt, MD, USA; Laboratory of Hidrology and Water Management, Ghent University, Ghent, Belgium; Department of Projects and Rural Engineering, IS-FOOD Institute (Innovation and Sustainable Development in Food Chain), Public University of Navarre, Pamplona, Spain",IEEE Geoscience and Remote Sensing Letters,"4 Dec 2017","2017","14","12","2300","2304","Soil surface roughness determines the backscatter coefficient observed by radar sensors. The objective of this letter was to determine the surface roughness sample size required in synthetic aperture radar applications and to provide some guidelines on roughness characterization in agricultural soils for these applications. With this aim, a data set consisting of ten ENVISAT/ASAR observations acquired coinciding with soil moisture and surface roughness surveys has been processed. The analysis consisted of: 1) assessing the accuracies of roughness parameters s and l depending on the number of 1-m-long profiles measured per field; 2) computing the correlation of field average roughness parameters with backscatter observations; and 3) evaluating the goodness of fit of three widely used backscatter models, i.e., integral equation model (IEM), geometrical optics model (GOM), and Oh model. The results obtained illustrate a different behavior of the two roughness parameters. A minimum of 10-15 profiles can be considered sufficient for an accurate determination of s, while 20 profiles might still be not enough for accurately estimating l. The correlation analysis revealed a clear sensitivity of backscatter to surface roughness. For sample sizes >15 profiles, R values were as high as 0.6 for s and ~0.35 for l, while for smaller sample sizes R values dropped significantly. Similar results were obtained when applying the backscatter models, with enhanced model precision for larger sample sizes. However, IEM and GOM results were poorer than those obtained with the Oh model and more affected by lower sample sizes, probably due to larger uncertainly of l.","1558-0571","","10.1109/LGRS.2017.2762434","Spanish Ministry of Economy and Competitiveness through scholarship and through MINECO/FEDER, EU(grant numbers:BES-2012-054521,CGL2011-24336,CGL2015-64284-C2-1-R,CGL2016-75217-R); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8088361","Agricultural soils;backscatter models;surface roughness;synthetic aperture radar (SAR)","Backscatter;Rough surfaces;Surface roughness;Correlation;Soil;Computational modeling;Mathematical model","","7","","15","IEEE","27 Oct 2017","","","IEEE","IEEE Journals"
