"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Towards Infield Navigation: leveraging simulated data for crop row detection","R. de Silva; G. Cielniak; J. Gao","Lincoln Agri-Robotics Centre, Lincoln Institute for Agri-Food Technology, University of Lincoln, UK; Lincoln Agri-Robotics Centre, Lincoln Institute for Agri-Food Technology, University of Lincoln, UK; Lincoln Agri-Robotics Centre, Lincoln Institute for Agri-Food Technology, University of Lincoln, UK",2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),"28 Oct 2022","2022","","","1212","1217","Agricultural datasets for crop row detection are often bound by their limited number of images. This restricts the researchers from developing deep learning based models for precision agricultural tasks involving crop row detection. We suggest the utilization of small real-world datasets along with additional data generated by simulations to yield similar crop row detection performance as that of a model trained with a large real world dataset. Our method could reach the performance of a deep learning based crop row detection model trained with real-world data by using 60% less labelled real-world data. Our model performed well against field variations such as shadows, sunlight and growth stages. We introduce an automated pipeline to generate labelled images for crop row detection in simulation domain. An extensive comparison is done to analyze the contribution of simulated data towards reaching robust crop row detection in various real-world field scenarios.","2161-8089","978-1-6654-9042-9","10.1109/CASE49997.2022.9926670","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926670","","Deep learning;Computer aided software engineering;Navigation;Pipelines;Crops;Training data;Predictive models","","2","","23","IEEE","28 Oct 2022","","","IEEE","IEEE Conferences"
"A Reliable Data-Driven Control Method for Planting Temperature in Smart Agricultural Systems","H. Zhang; L. Zhang","Jinzhong College of Information, Institute of Intelligent Engineering, Jinzhong, Shanxi, China; College of Agricultural Engineering, Shanxi Agricultural University, Jinzhong, Shanxi, China",IEEE Access,"24 Apr 2023","2023","11","","38182","38193","With the rapid development of intelligent computing technologies, the smart agricultural systems has gradually received more research attention. Precisely controlling planting conditions via intelligent means, it is expected to technically improve reliability of smart agricultural systems. For this purpose, this paper introduces the idea of big data fusion, and proposes a reliable data-driven control method for planting temperature in smart agricultural systems. Firstly, a variety of sensors are used to collect the values of environmental factors such as air temperature and light intensity during the experiment, and the “Digi” wireless communication technology is used to transmit the data. Then, the collected data is sent to the server through the 5G module, and the important data of the growth process is stored in the MySQL database. Taking the cultivation of yams as the investigation object, experiments on the real-world data are utilized to evaluate the proposal. And it is shown that the propose framework can work well to control temperature for yam planting from the perspective of data fusion.","2169-3536","","10.1109/ACCESS.2023.3267803","2022 Science and Technology Innovation Project of Higher Education Institutions in Shanxi Province(grant numbers:2022L661); Quality and Efficiency Improvement Project of “1331 Project” in Shanxi Province, in 2021; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10103680","Smart agricultural systems;reliable control;data fusion;planting temperature","Green products;Temperature sensors;Crops;Temperature measurement;Monitoring;Temperature distribution;Wireless sensor networks","","5","","35","CCBY","17 Apr 2023","","","IEEE","IEEE Journals"
"Automating Crop-Field Segmentation in High-Resolution Satellite Images: A U-Net Approach with Optimized Multitemporal Canny Edge Detection","A. Ferrari; S. Saquella; G. Laneve; V. Pampanoni","School of Aerospace Engineering, Sapienza University, Rome, Italy; Department of Astronautical, Electric and Energy Engineering, Sapienza University, Rome, Italy; School of Aerospace Engineering, Sapienza University, Rome, Italy; School of Aerospace Engineering, Sapienza University, Rome, Italy",IGARSS 2024 - 2024 IEEE International Geoscience and Remote Sensing Symposium,"5 Sep 2024","2024","","","4094","4098","Reliable and efficient crop field segmentation is a fundamental pre-requisite for statistical analyses of agricultural practices. Traditional methodologies such as the Canny-Watershed (CW) algorithm require expert tuning of parameters for optimal results. This paper introduces an innovative approach for crop field segmentation in high-resolution satellite images, leveraging the use of multi-temporal Canny edge detection to train convolutional neural networks (CNNs) and fully automate the segmentation process. The Canny filter, applied to Sentinel-2 multi-temporal data, provides refined input for training ResUnet models, facilitating the generation of a generalized training dataset. ResUnet allows the model to learn complex features from diverse data, encapsulating seasonal changes. The dataset was specifically designed to enable the model to make accurate predictions from a single image, significantly outperforming traditional Canny filter predictions. In addition, the ResUnet may be applied to multiple images, generating output masks that, when overlayed, produce better results with respect to the multi-temporal Canny approach, demonstrating superior ability in recognizing real field boundaries while reducing false detections.To enhance generalizability, ResUnet is trained on a varied global dataset capturing a wide range of agricultural conditions and seasonal variations. This generalized model is tested across different regions and seasons, and preliminary results indicate that the proposed approach offers operational efficiency and accuracy in automating crop field segmentation.","2153-7003","979-8-3503-6032-5","10.1109/IGARSS53475.2024.10641103","European Space Agency; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10641103","U-Net;ResUNet;Crop-field Segmentation;deep-learning;canny edge detection;watershed;Sentinel-2;Convolutional Neural Networks (CNNs)","Training;Image segmentation;Adaptation models;Accuracy;Image edge detection;Crops;Predictive models","","1","","11","IEEE","5 Sep 2024","","","IEEE","IEEE Conferences"
"Spatio-temporal Tensor Multi-Task Learning for Precision Fertilisation with Real-world Agricultural Data","Y. Zhang; T. Liu; Y. Li; R. Wang; H. Huang; P. Yang","Department of Computer Science, University of Sheffield, Sheffield, UK; Department of Computer Science, University of Sheffield, Sheffield, UK; Research and Development Ant Data Ltd, Liverpool, UK; The Institute of Intelligent Machines Chinese Academy of Sciences, Hefei, China; The Institute of Intelligent Machines Chinese Academy of Sciences, Hefei, China; Department of Computer Science, University of Sheffield, Sheffield, UK",IECON 2022 – 48th Annual Conference of the IEEE Industrial Electronics Society,"9 Dec 2022","2022","","","1","6","Precision fertilisation is the application of target variable fertilisation techniques based on soil fertility variations in specific regions. Precise fertilisation can help to balance soil nutrients, conserve fertiliser, prevent pollution, and boost crop yields. The lack of agricultural data is a key reason limiting the application of machine learning methods in agriculture. Due to the low-level network technology in farms, it is difficult to obtain diverse and complete agricultural data. The existing agricultural data is typically unstructured and difficult to mine. In this article, we extracted real-world agricultural dataset from four real farms with winter wheat and it includes different types of factors describing agriculture, such as climate, soil nutrients, crop yield information. Moreover, we present a novel multi-task learning (MTL) approach based on a tensor built of farm data to efficiently prediction both the amount and time of base fertiliser and topdressing. Specifically, real-world agricultural measurements (such as climate data, soil nutrients, etc.) are encoded into a three-dimensional tensor, and a set of interpretable temporal and spatial latent factors is extracted from the raw data through tensor decomposition. The latent factors are then utilised to train the spatio-temporal tensor prediction model. We have conducted extensive experiments utilising the real-world agricultural dataset. The experimental results show that our proposed methods have superior accuracy and stability in fertilisation prediction compared to state-of-the-art regression methods.","2577-1647","978-1-6654-8025-3","10.1109/IECON49645.2022.9968940","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9968940","Precision fertilisation;real-world agricultural data;multi-task learning;spatio-temporal tensor;tensor decomposition","Tensors;Pollution;Crops;Soil;Predictive models;Multitasking;Stability analysis","","2","","42","IEEE","9 Dec 2022","","","IEEE","IEEE Conferences"
"Advancing Plant Diseases Detection with Pre-trained YOLO Models","B. Boudaa; K. Abada; W. A. Aichouche; A. Nabil Belakermi","Department of Computer Science, University of Tiaret, Tiaret, Algeria; Department of Computer Science, University of Tiaret, Tiaret, Algeria; Department of Computer Science, University of Tiaret, Tiaret, Algeria; Department of Computer Science, University of Tiaret, Tiaret, Algeria",2024 6th International Conference on Pattern Analysis and Intelligent Systems (PAIS),"3 Jun 2024","2024","","","1","6","The current paper explores the close interaction between technological advancements and the field of agriculture through a project focused on plant disease detection using Deep Learning techniques. It provides an in-depth analysis of the plant disease phenomena and its negative impact on crops, while also highlighting the effectiveness of using pre-trained models of YOLO (You Only Look Once) in the agricultural domain for plant disease detection. A comparative study is conducted on different important versions of YOLO (v5, v8 and v9) on a real-world dataset. This study was achieved by recommending the application of deep learning models mainly YOLOv9 to enhance detection accuracy and improve agricultural productivity overall.","","979-8-3503-5026-5","10.1109/PAIS62114.2024.10541267","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10541267","Plant disease detection;Agriculture;Convolutional neural network;YOLO","YOLO;Deep learning;Productivity;Plant diseases;Analytical models;Crops;Food security","","7","","20","IEEE","3 Jun 2024","","","IEEE","IEEE Conferences"
"Assertion of Soil Data Consistency by Detecting and Removing Spatial Outliers Using Iterative Techniques for Precision Agriculture","A. K. Hiremath; K. R. Naveen Kumar; M. H. Malleshappa; B. Awadhiya; Y. Nanjappa","Department of Computer Science and Engineering, Bapuji Institute of Engineering and Technology, Davanagere, Karnataka, India; Department of Computer Science and Engineering, Bapuji Institute of Engineering and Technology, Davanagere, Karnataka, India; Department of Electrical and Electronics Engineering, Bapuji Institute of Engineering and Technology, Davanagere, Karnataka, India; Department of Electronics and Communication Engineering, Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, India; Department of Electronics and Communication Engineering, Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, India",IEEE Access,"22 Nov 2024","2024","12","","172172","172185","In Precision Agriculture, a Decision Support System (DSS) is the ultimate stage that incorporates the basic findings derived from earlier procedures. In many cases, a DSS that is exclusively focused on data-driven methodologies might be highly influenced by data sources if these data resources do not provide any sense of intended conclusion. As a result, on-farm experiment inputs may result in incorrect site-specific crop management in the end. Since data is an essential element of DSS, irregular patterns such as outliers in spatial data that can change the nature of expected outcomes must be avoided during data-driven manipulations. Many of the approaches developed to detect outliers were not designed to deal with masking and swamping effects. With this consideration, the work presented here uses two iterative techniques to locate and remove spatial outliers based on their neighbourhood relationship. As a result of this technique, the masking and swamping effects are reduced. The methods we use are iterative, implying that each iteration discovers and eliminates the expected number of outlying observations. R-Studio is used to demonstrate the use of iterative approaches. The efficacy of both iterative procedures was analysed and compared using one of the current graphical approaches, such as the semivariogram. The research specifically looks at how well these strategies perform on a real-world dataset incorporating spatial observations. The statistical iterative techniques outperformed the graphical approach, according to the findings.","2169-3536","","10.1109/ACCESS.2024.3499316","Manipal Academy of Higher Education, Manipal; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10753610","Decision support system (DSS);masking and swamping effects;precision agriculture (PA);site-specific crop management (SSCM);spatial autocorrelation;spatial neighborhood;spatial outliers;Iterative-R;Iterative-Z;variogram","Soil;Iterative methods;Anomaly detection;Spatial databases;Decision support systems;Robustness;Precision agriculture;Crops;Estimation;Autocorrelation","","","","31","CCBYNCND","15 Nov 2024","","","IEEE","IEEE Journals"
"Combining OGC WCS with SOAP to faciliate the retrieval of remote sensing imagery about agricultural fields","Z. Sun; L. Di; C. Zhang; L. Lin; H. Fang; X. Tan; P. Yue","Center for Spaital Information Science and Systems, George Mason University, Fairfax, VA, USA; Center for Spaital Information Science and Systems, George Mason University, Fairfax, VA, USA; Center for Spaital Information Science and Systems, George Mason University, Fairfax, VA, USA; Center for Spaital Information Science and Systems, George Mason University, Fairfax, VA, USA; Center for Spaital Information Science and Systems, George Mason University, Fairfax, VA, USA; International software school, Wuhan University, Wuhan, Hubei, China; Wuhan University, Wuhan, Hubei, CN",2016 Fifth International Conference on Agro-Geoinformatics (Agro-Geoinformatics),"29 Sep 2016","2016","","","1","4","The timely retrieval of remote sensing imagery by farmers and decision makers is very important for current agricultural activities. Through the various kinds of imageries of agricultural fields, people can conclude the status of the fields and figure out what kind of crops are suitable and how to cultivate and irrigate the fields. This paper demonstrates how to take advantage of open web service standards and protocols to facilitate the delivery of imagery to agricultural users. Particularly, OGC WCS standard and SOAP protocol are adopted to realize this capability. WCS is used to provide an interoperable interface for endpoint users to manipulate certain raster datasets in the form of coverages. SOAP provides a XML-based, lightweight and end-to-end information exchange protocol in distributed environment. A combination of WCS and SOAP ensures the remote sensing imageries can be easily and securely delivered from server to endpoint users. The operations in WCS also support endpoint users to simply process the coverages on the client side. We implemented a WCS with SOAP proxy on a public server and experimented the service with the LandSat dataset, USGS Global SRTM dataset, global VCI dataset and U.S. CDL. The results prove that SOAP enabled WCS can faciliate the timely retrieval of remote sensing imageries for agricultural users.","","978-1-5090-2350-9","10.1109/Agro-Geoinformatics.2016.7577652","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7577652","remote sensing;agriculture;WCS;SOAP;web service","Optical wavelength conversion;Simple object access protocol;Remote sensing;Sun;Protocols;Earth","","5","","21","IEEE","29 Sep 2016","","","IEEE","IEEE Conferences"
"A Partition-Based Mobile-Crowdsensing-Enabled Task Allocation for Solar Insecticidal Lamp Internet of Things Maintenance","Y. Sun; E. Nurellari; W. Ding; L. Shu; Z. Huo","College of Engineering, Nanjing Agricultural University, Nanjing, China; School of Engineering, University of Lincoln, Lincoln, U.K.; College of Engineering, Nanjing Agricultural University, Nanjing, China; School of Engineering, University of Lincoln, Lincoln, U.K.; Institutional Research Information System, University College London, London, U.K.",IEEE Internet of Things Journal,"6 Oct 2022","2022","9","20","20547","20560","Solar insecticidal lamps Internet of Things (SIL-IoT) is a new green prevention and control technology for pest management. In the implementation of SIL-IoT to large-scale regions, two practical issues remain to be solved, that is: 1) scheduling the cleaning tasks of SILs periodically and 2) minimizing the insecticidal efficiency reduction over time. As smartphones are widely available among farmers across the globe, mobile crowdsensing (MCS) for agricultural data collection becomes a cost-effective and efficient solution by integrating participatory sensing based on a large group of individuals. This article proposes an MCS-enabled framework to address the SIL maintenance problem (SILMP) and perform system analysis by considering both the partition structure of farmland and the insecticidal efficiency of SILs. In addition, considering the farmland’s practical natural geographical features, we propose dividing the regions of interest into numerous subareas, where each subarea can be considered a separate partition. Finally, we formulate the SILMP framework as two subproblems, i.e., path planning and task selection, and propose two different methods to tackle each problem based on the concept of greedy algorithm. Simulation results show that our proposed methods have improved performance in the tradeoff between task cost and insecticidal efficiency and outperform the three selected baseline algorithms.","2327-4662","","10.1109/JIOT.2022.3175732","National Natural Science Foundation of China(grant numbers:62072248); China Scholarship Council (CSC)(grant numbers:202006850075); Jiangsu Agricultural Science and Technology Innovation Fund(grant numbers:CX(21)3060); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776495","Combinatorial optimization;mobile crowdsensing (MCS);path planning;smart agriculture;solar insecticidal lamps maintenance problem;task allocation","Task analysis;Resource management;Maintenance engineering;Urban areas;Sensors;Costs;Internet of Things","","8","","31","IEEE","17 May 2022","","","IEEE","IEEE Journals"
"Transfer Learning from Synthetic In-vitro Soybean Pods Dataset for In-situ Segmentation of On-branch Soybean Pods","S. Yang; L. Zheng; X. Chen; L. Zabawa; M. Zhang; M. Wang","College of Information and Electrical Engineering, China Agricultural University; College of Information and Electrical Engineering, China Agricultural University; Institute of Geodesy and Geoinformation, University of Bonn, Germany; Institute of Geodesy and Geoinformation, University of Bonn, Germany; College of Information and Electrical Engineering, China Agricultural University; College of Information and Electrical Engineering, China Agricultural University",2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),"23 Aug 2022","2022","","","1665","1674","The mature soybean plants are of complex architecture with pods frequently touching each other, posing a challenge for in-situ segmentation of on-branch soybean pods. Deep learning-based methods can achieve accurate training and strong generalization capabilities, but it demands massive labeled data, which is often a limitation, especially for agricultural applications. As lacking the labeled data to train an in-situ segmentation model for on-branch soybean pods, we propose a transfer learning from synthetic in-vitro soybean pods. First, we present a novel automated image generation method to rapidly generate a synthetic in-vitro soybean pods dataset with plenty of annotated samples. The in-vitro soybean pods samples are overlapped to simulate the frequently physically touching of on-branch soybean pods. Then, we design a two-step transfer learning. In the first step, we finetune an instance segmentation network pretrained by a source domain (MS COCO dataset) with a synthetic target domain (in-vitro soybean pods dataset). In the second step, transferring from simulation to reality is performed by finetuning on a few real-world mature soybean plant samples. The experimental results show the effectiveness of the proposed two-step transfer learning method, such that AP50 was 0.80 for the real-world mature soybean plant test dataset, which is higher than that of direct adaptation and its AP50 was 0.77. Furthermore, the visualizations of in-situ segmentation results of on-branch soybean pods show that our method performs better than other methods, especially when soybean pods overlap densely.","2160-7516","978-1-6654-8739-9","10.1109/CVPRW56347.2022.00173","National Natural Science Foundation of China; Chinese Universities Scientific Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9856957","Deep learning;Transfer learning;Computer vision;Instance segmentation;Plant phenotyping","Training;Image segmentation;Analytical models;Visualization;Image synthesis;Computational modeling;Transfer learning","","12","","32","IEEE","23 Aug 2022","","","IEEE","IEEE Conferences"
"Sustainable Fertilizers in Coffee Plantation: Hybrid Recommendation for Agricultural Producers","R. S; S. R","Department of Computer Science and Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, India; Department of Computer Science and Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, India",2023 5th International Conference on Inventive Research in Computing Applications (ICIRCA),"28 Aug 2023","2023","","","1664","1671","To improve soil fertility and crop yields, early agricultural practices include the use of natural materials such as animal dung, compost, and crop wastes. They apply fertilizers at random not realizing the deficient type or amount. As a result, crop yield is immediately affected, as well as soil acidification and harm to the uppermost stratum. The hybrid recommendation system with a machine learning strategy was applied in the proposed framework. In contrast to numerous algorithms for estimating and evaluating historical yield concerning nutrient parameters. Farmers can use an interactive web source to post concerns to get a prompt reply with accurate fertilizer recommendations. Beyond that, extensive testing on real-world datasets obtained 92.5% accuracy, demonstrating the usefulness and efficiency of the proposed methodology.","","979-8-3503-2142-5","10.1109/ICIRCA57980.2023.10220825","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10220825","sustainable fertilizers;machine learning;coffee plantation;hybrid recommendation system;fertilizer prediction","Visualization;Machine learning algorithms;Crops;Machine learning;Soil;Prediction algorithms;Recommender systems","","9","","23","IEEE","28 Aug 2023","","","IEEE","IEEE Conferences"
"Decision Support System for predicting crop yield using fuzzy logic","S. Subhakar; C. J. Swaroop; P. Bharath; C. Kumar","dept. of CSE, VR Siddhartha Engineering College, Vijayawada, India; dept. of CSE, VR Siddhartha Engineering College, Vijayawada, India; dept. of CSE, VR Siddhartha Engineering College, Vijayawada, India; dept. of CSE, VR Siddhartha Engineering College, Vijayawada, India",2024 3rd International Conference for Advancement in Technology (ICONAT),"10 Dec 2024","2024","","","1","8","Agriculture is an important sector of the Indian economy, employing a large portion of the country’s workforce and contributing significantly to the country’s gross domestic product. However the farmers are facing a lot of problems in getting a good yield due to the climate change, soil degradation, water scarcity etc and unable to choose the crop they want cultivate. To overcome this problem we are considering factors that affect the crop such as soil quality, rainfall, temperature, pH etc.. The system will take into these factors such as soil type, weather conditions, and crop variety to provide accurate yield predictions. Fuzzy logic will be used to handle the uncertainties and imprecise data associated with agricultural systems. The project will leverage machine learning algorithms and statistical models to build a robust prediction engine and evaluate its performance against traditional approaches. The system will be tested on real-world datasets to demonstrate its effectiveness in improving crop yield prediction accuracy. Ultimately, the decision support system developed in this project will help farmers optimize crop yield and improve their overall profitability while reducing the environmental impact of their operations.","","979-8-3503-5417-1","10.1109/ICONAT61936.2024.10774617","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10774617","Decision support system;crop yield prediction;fuzzy logic;soil type;weather conditions;yield prediction accuracy;uncertainties","Fuzzy logic;Decision support systems;Accuracy;Uncertainty;Temperature;Rain;Profitability;Soil;Predictive models;Crop yield","","","","22","IEEE","10 Dec 2024","","","IEEE","IEEE Conferences"
"BonnBeetClouds3D: A Dataset Towards Point Cloud-Based Organ-Level Phenotyping of Sugar Beet Plants Under Real Field Conditions","E. Marks; J. Bömer; F. Magistri; A. Sag; J. Behley; C. Stachniss","Center for Robotics, University of Bonn, Germany; Institute of Sugar Beet Research, Göttingen, Germany; Center for Robotics, University of Bonn, Germany; Center for Robotics, University of Bonn, Germany; Center for Robotics, University of Bonn, Germany; Center for Robotics, University of Bonn, Germany",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","1804","1811","Agricultural production is facing challenges in the next decades induced by climate change and the need for more sustainability by reducing its impact on the environment. Advances in field management through robotic intervention, monitoring of crops by autonomous unmanned aerial vehicles (UAVs) supporting breeding of novel and more resilient crop varieties can help to address these challenges. The analysis of plant traits is called phenotyping and is an essential activity in plant breeding; it however involves a great amount of manual labor. With this paper, we provide means to better tackle the problems of instance segmentation to support robotic intervention and automatic fine-grained, organ-level geometric analysis needed for precision phenotyping. As the availability of real-world data in this domain is relatively scarce, we provide a novel dataset that was acquired using UAVs capturing high-resolution images of real breeding trials containing 48 plant varieties and therefore covering a relevant morphological and appearance spectrum. This enables the development of approaches for instance segmentation and autonomous phenotyping that generalize well to different plant varieties. Based on overlapping high-resolution images taken from multiple viewing angles, we provide photogrammetric dense point clouds and provide detailed and accurate point-wise labels for plants, leaves, and salient points as the tip and the base in 3D. Additionally, we include measurements of phenotypic traits performed by experts from the German Federal Plant Variety Office on the real plants, allowing the evaluation of new approaches not only on segmentation and keypoint detection but also directly on actual traits. The provided labeled point clouds enable finegrained plant analysis and support further progress in the development of automatic phenotyping approaches, but also enable further research in surface reconstruction, point cloud completion, and semantic interpretation of point clouds.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802820","Deutsche Forschungsgemeinschaft; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802820","","Point cloud compression;Instance segmentation;Surface reconstruction;Three-dimensional displays;Semantics;Crops;Surface morphology;Production;Sugar industry;Sustainable development","","2","","40","IEEE","25 Dec 2024","","","IEEE","IEEE Conferences"
"Mapping 30-m Resolution Bioclimatic Variables During 1991–2020 Climate Normals for Hubei Province, the Yangtze River Middle Reaches","R. Wang; W. Chen; S. Wan; G. Zhou; W. He; L. Wang","Key Laboratory of Geological Survey and Evaluation of Ministry of Education, China University of Geosciences, Wuhan, China; Faculty of Computer Science, China University of Geosciences, Wuhan, China; Key Laboratory of Geological Survey and Evaluation of Ministry of Education, China University of Geosciences, Wuhan, China; Faculty of Computer Science, China University of Geosciences, Wuhan, China; Wuhan Centre of China Geological Survey, Wuhan, China; Hubei Key Laboratory of Regional Ecology and Environmental Change, School of Geography and Information Engineering, China University of Geosciences, Wuhan, China",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"20 Feb 2024","2024","17","","4646","4662","High-resolution bioclimatic data are crucial to providing fine-scaled insights into biodiversity assessment, forestry, and agricultural management. Existing global bioclimatic datasets often exhibit kilometer-level coarse resolution or have miss the data in recent decades, potentially resulting in the issues of lower spatial accuracy, limited information, and restricted applicability in fine-scaled studies. Hubei Province in Yangtze River Middle Reaches has sparse meteorological stations in high-altitude mountainous areas to map the high-resolution bioclimatic variables directly. This study developed a 30-year averaged bioclimatic dataset for Hubei Province during 1991–2020 at a 30-m spatial resolution, utilizing monthly temperatures and precipitation derived from a downscaling-calibration framework. The downscaling of 1-km resolution climate variables was achieved by using a random forest model with 30-m resolution terrain and spatial covariates. Then, the geographical differential analysis was applied to improve the accuracy of downscaled products by including additional ground data. The mean absolute errors of calibrated monthly maximum, mean, minimum temperatures, and precipitation based on ordinary kriging decreased from 0.74 °C, 0.47 °C, 0.47 °C, and 28.27 mm to 0.43 °C, 0.28 °C, 0.36 °C, and 21.43 mm, respectively. Finally, calibrated climate variables were employed to calculate 19 annual bioclimatic variables, which were subsequently averaged over the 30-year period. The constructed bioclimatic dataset exhibits high overall consistency with the WorldClim dataset according to pixel-based comparison (Spearman correlation coefficients >0.6), with differences mainly attributed to the superior local accuracy of our dataset and climate changes. The dataset will provide fine-scaled, updated, and reliable data supports for local-related studies and decision making.","2151-1535","","10.1109/JSTARS.2024.3358829","Key Research and Development Program of Hubei Province, China(grant numbers:2021BID009); National Natural Science Foundation of China(grant numbers:U21A2013); Opening Fund of Key Laboratory of Geological Survey and Evaluation of Ministry of Education(grant numbers:GLAB2022ZR02); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10415180","Bioclimate;geographical differential analysis (GDA);Hubei Province;machine learning (ML);statistical downscaling","Climate change;Machine learning;Geography;Statistical analysis;Biodiversity;Terrain mapping;Forestry;Spatial resolution;Precipitation;Land surface temperature;Rivers;Random forests;Meteorology;Agriculture;Calibration;Temperature measurement;Data models","","3","","78","CCBY","26 Jan 2024","","","IEEE","IEEE Journals"
"Smart Agritech : An Enhanced Solution for Advanced Plant Disease Detection, Remediation, and Data-Driven Agriculture","K. S. Rekha; A. Haridas","Dept. of Computer Science and Engineering, Saveetha Engineering College(Autonomous), Chennai, India; Dept. of Computer Science and Engineering, Saveetha Engineering College(Autonomous), Chennai, India",2024 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI),"24 Apr 2024","2024","2","","1","6","Plant diseases can have a detrimental effect on crop yield and quality, posing significant challenges to global food security. Early and accurate disease detection is essential for timely intervention and mitigation. In this study, we propose a novel approach for plant disease detection using a deep learning method based on a state-of-the-art convolutional neural network, ResNet9 architecture. The ResNet9 model is trained on a diverse dataset of plant images, including both healthy and diseased plants, representing different plant species and diseases. Our method leverages the power of deep learning to automatically learn discriminative features from plant images, enabling it to distinguish between healthy and diseased plants with a high degree of accuracy. We evaluate the performance of our model on a real-world dataset of plant images, and the results demonstrate its effectiveness in disease detection. The model achieves a high accuracy rate, indicating its potential for field deployment to assist farmers in monitoring and managing plant health. In conclusion, our study presents a promising solution for automated plant disease detection, providing farmers and agronomists with a practical tool to identify and combat plant diseases early, ultimately contributing to improving crop productivity and food security.","","979-8-3503-6052-3","10.1109/IATMSI60426.2024.10502662","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10502662","Convolutional Neural Network;Image preprocessing;ResNet;Transfer Learning;Deep Learning","Training;Productivity;Deep learning;Plant diseases;Technological innovation;Food security;Transforms","","","","15","IEEE","24 Apr 2024","","","IEEE","IEEE Conferences"
"Transforming Agriculture with Machine Learning: A Review of Applications and Future Prospects","D. P. Akurati; P. Devarahatti; S. K. Konakandla; C. S. S. Satwik; B. Singh","School of Electronics and Electrical Engineering, Lovely Professional University, Jalandhar, India; School of Electronics and Electrical Engineering, Lovely Professional University, Jalandhar, India; School of Electronics and Electrical Engineering, Lovely Professional University, Jalandhar, India; School of Electronics and Electrical Engineering, Lovely Professional University, Jalandhar, India; School of Computer Science and Engineering, Lovely Professional University, Jalandhar, India",2024 Parul International Conference on Engineering and Technology (PICET),"21 Oct 2024","2024","","","1","5","Machine learning is a powerful tool for extracting insights and automating rule and connection extraction from many datasets. The current invention simplifies the tedious and error-prone process of learning from empirical data. These methods are promising and theoretical. Their greatest promise lies in their ability to evaluate real-world data. A major agricultural and horticulture initiative is using machine learning to overcome hurdles. This project includes several machine learning methods created and enhanced via study. Complex agricultural and horticultural problems are solved using the above strategies. Creating a software workbench to explore and apply machine learning algorithms on actual datasets is vital to this endeavour. One dairy herd management case study uses machine learning algorithms to develop culling guidelines from a large database of herd data. This case study shows how machine learning is used in this industry.","","979-8-3503-6974-8","10.1109/PICET60765.2024.10716047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10716047","Artificial Neural Networks (ANN);Deep Learning;Time Series Analysis;Classification;Regression Analysis;Decision Tree Mode;XGBoost;Recurrent Neural Networks (RNN);Long Short-Term Memory (LSTM)","Technological innovation;Machine learning algorithms;Reviews;Machine learning;Production;Soil;Robot sensing systems;Software;Sustainable development;Remote sensing","","1","","22","IEEE","21 Oct 2024","","","IEEE","IEEE Conferences"
