DOI,Title,Authors,Year,Abstract,Include,Reason,Data Source
10.1109/Multi-Temp.2017.8035251,Assessment of ALOS PALSAR 25-m mosaic data for land cover mapping,S. Abdikan; C. Bayik,2017,"In this study, performance of the Global 25m resolution ALOS-PALSAR mosaic and forest/non-forest map generated by Japan Space Exploration Agency's - JAXA was addressed. PALSAR imagery has dual polarimetric data (HH and HV) and these dataset are open and freely available. An additional band applying difference of two polarizations (HH-HV) was added as a third band. For the study area most populated city of Turkey Istanbul is selected due to its rapid and dense expanse. For the evaluation 2010 and 2015 mosaic PALSAR data was classified using k-Nearest Neighbors (k-NN) method as a practical image classification approach. Moreover, an accuracy analysis for the forest/non-forest maps was also investigated to expose its misleading interpretation. A change detection analyses was conducted to estimate the changes from 2010 to 2015. In addition to these, the classified data was compared with 30m GlobeLand30 global data product. Results indicated that high rate classification result as 86% and 89% overall was obtained by k-NN with the three bands of ALOS-PALSAR mosaic data of 2010 and 2015, respectively.",yes,"The abstract clearly states the use of global datasets, the 'Global 25m resolution ALOS-PALSAR mosaic' and 'GlobeLand30 global data product', for land cover mapping.",ALOS PALSAR;GlobeLand30
10.1109/AIC55036.2022.9848882,Cassava plant disease detection with imbalanced dataset using transfer learning,R. Yadav; M. Pandey; S. K. Sahu,2022,"Plant disease has jeopardized the agriculture industry and is the biggest threat that influences global food security. Therefore, the fundamental guiding the control of disease proliferation is the effective diagnosis of diseases induced in plants at an early stage. This work put forward a convolutional neural network using transfer learning to perform cassava disease detection. The proposed approach has undergone substantial training and testing on cassava leaf images containing five distinct classes. After a pre-processing step using a contrast enhancement technique, oversampling techniques combined with data augmentation methods are used on the dataset to counter the high-class imbalance. Because not all data in the actual world is balanced, efficient categorization of unbalanced data is an important area of study. Experimental results demonstrate that the balanced dataset has increased the model accuracy by 4.3%. The proposed methodology achieved an accuracy score of 94.02% when data augmentation techniques were coupled with oversampling techniques.",no,"The abstract describes using a dataset of 'cassava leaf images', which is likely of local or regional origin and does not meet the global coverage criterion.",
10.1109/INDIN58382.2024.10774499,Development of Comprehensive Fertilizer Datasets: Enhancing Precision Agriculture through Data-Driven Insights,N. De Faria Traversi; P. J. D. De Oliveira Evald; J. V. Dos Santos; P. L. Jorge Drews Junior; S. S. Da Costa Botelho,2024,"Despite the critical role of fertilizers in modern agriculture, the lack of properly labeled datasets has significantly hindered advancements in automated fertilizer analysis. To address this gap, this paper introduces three novel datasets tailored for the development and validation of fertilizer detection and classification systems. First, a synthetic dataset is generated using a surface simulator that combines images of individual fertilizer grains, providing a highly controlled yet diverse data source for preliminary algorithm testing. Second, a controlled environment dataset is created under optimal yet realistic conditions to offer a balance between controlled experiments and applicability in natural settings. Third, a real-environment dataset is compiled under challenging field conditions, which presents the complexities of real-world agricultural data collection. Together, these datasets not only enhance the training and testing of machine learning models but also pave the way for substantial improvements in precision agriculture by enabling more accurate and efficient fertilizer management. This paper details the creation, characteristics, and potential applications of these datasets, aiming to set a new standard for dataset quality and utility in agricultural research.",no,"The paper introduces new datasets compiled under specific 'field conditions', which does not meet the global coverage criterion.",
10.1109/JSTARS.2023.3338980,The Global Land Surface Temperature Change in the 21st Century—A Satellite Remote Sensing Based Assessment,L. Lin; L. Di; C. Zhang; L. Guo,2024,"Changes in land surface temperature (LST) affect human society and the natural environment, especially for agricultural activities. In recent decades, satellite remote sensing has been used as an alternative approach to ground observation sites for monitoring LST. Prior research has offered broad insights into global and continental-level LST changes, yet these studies have utilized coarse resolutions and have not delved into the intricate spatial and temporal fluctuations. Simultaneously, recognizing the vital significance of LST changes is essential for advancing climate-smart and sustainable agricultural practices. This study utilizes the MODIS product from 2003 to 2021 on the Google Earth Engine to assess the LST change for the entire Earth's land surface. The study quantified the LST changes for the past 19 years at 1-km spatial resolution. We found that the global mean LST has increased by 0.38 °C from 2003 to 2021, and is mainly concentrated on high latitude regions, potentially boosting agriculture activities in these regions. The result also shows that the urban areas are experiencing a rapid LST increase, at a rate of 18% faster than the global average. The outcomes of this study offer invaluable insights, serving as a crucial compass for informed farming decision-making and climate-smart agro-geoinformation studies.",yes,The abstract clearly states the use of a global dataset (MODIS) to assess land surface temperature change for the 'entire Earth's land surface'.,MODIS
10.1109/JSTARS.2018.2861755,A New Cloud Detection Method Supported by GlobeLand30 Data Set,L. Sun; X. Zhou; J. Wei; Q. Wang; X. Liu; M. Shu; T. Chen; Y. Chi; W. Zhang,2018,"In terms of traditional threshold methods, uniform thresholds are used for cloud detection based on remote sensing images; however, due to complex surface structures and cloud conditions, such an approach is typically difficult to effectively implement for high-precision cloud detection. To solve this problem, a new cloud detection algorithm is proposed based on global land cover data. Specifically, a high spatial-resolution at 30-m Global Land Cover Data set with global coverage was employed as background data for image inversions, which further supported cloud detection in remote sensing images. Notably, threshold settings can be varied for different land cover types. Such an algorithm can effectively improve the accuracy of cloud pixel identification for thin and broken clouds, even over bright areas. Moreover, Landsat 5 data are used to perform cloud detection experiments based on this algorithm. The thresholds are considering land cover variations. The thresholds of land cover types spatiotemporally vary, such as vegetation, differed by latitude and over time. In addition, six common land cover types are selected for cloud detection experiments. Then, validations analyses are conducted through visual interpretation and the results indicated that the algorithm is capable of achieving a high cloud detection accuracy. Specifically, the overall RMSE of cloud cover is 4.44%, and the accuracies of cloud and clear-sky pixel identifications is 86.5% and 98.7%, respectively.",yes,"The abstract mentions the use of global datasets, specifically 'GlobeLand30 Data set with global coverage' and 'Landsat 5 data'.",GlobeLand30;Landsat 5
10.1109/IGARSS.2015.7326334,Understanding the link between population dynamics and biodiversity conservation through remote sensing and gridded population data integration,A. Zvoleff; J. Ahumada,2015,"While some progress has been made in stemming forest loss in the tropics, deforestation continues to threaten tropical biodiversity. Many tropical protected areas exist as “islands” surrounded by continuing land use change and development. To understand the interconnections between land cover, biodiversity, and population growth, we use a unique dataset from the Tropical Ecology Assessment and Monitoring (TEAM) Network together with Landsat derived land cover products, population data from the Gridded Population of the World (GPW), and roads data from the Global Roads Open Access Dataset (gROADS). We find significant relationships between road network length and forest loss and between road network length and agricultural development, but no clear links between population growth and land use change. This reaffirms the importance of planning future road extensions to limit their effects on tropical protected areas.",yes,"The abstract mentions the use of several global datasets, including Landsat products, Gridded Population of the World (GPW), and the Global Roads Open Access Dataset (gROADS).",Tropical Ecology Assessment and Monitoring Network;Landsat;Gridded Population of the World;Global Roads Open Access Dataset
10.1109/PDP62718.2024.00025,An Edge-to-Cloud System enabling Geospatial Machine Learning for Soil-Plant Moisture Classification,G. Penzotti; N. T. Mazzara; T. Letterio; M. Amoretti; S. Caselli,2024,"In Smart Farming, geospatial machine learning has the potential to enable data-driven crop management across large areas for optimization of resource consumption. In this work, we describe an edge-to-cloud system designed for soil-plant moisture detection and classification in a realistic scenario, where ground truth data are scarce and inaccurate and yet district-level irrigation water provisioning must rely on these data. Global data sources are scouted and integrated with purposely-designed edge and fog components to support soil and crop data collection, data filtering and validation, and moisture assessment. Exploiting suitable combinations of large scale data (retrieved in public satellite data hubs) and specific but inaccurate manual data, sufficiently accurate moisture assessments are obtained by machine learning algorithms, thereby avoiding expensive manual labeling of large data collections as well as human inspection of individual plots. The resulting accuracy (in the order of 80%) is comparable with that obtained by human-laboured approaches.",maybe,"The abstract mentions using 'Global data sources' and 'public satellite data hubs' but does not name any specific dataset, making verification impossible from the text provided.",
10.1109/SMARTCOMP58114.2023.00088,Ready or Not? A Robot-Assisted Crop Harvest Solution in Smart Agriculture Contexts,T. T. Nguyen; J. Parron; O. Obidat; A. R. Tuininga; W. Wang,2023,"As robotics and artificial intelligence (AI) technologies have become increasingly relevant over the past couple of years, they will inevitably be key components for industries of all aspects which continue to expand to technological solutions. Particularly, the agricultural industry has progressed to using such means to minimize human involvement and reduce tasks that are time-consuming and costly. Motivated by this, we developed a robot-assisted crop maturity recognition and harvest system to accurately classify and detect the stages of ripeness the crops are in—ripe, medium ripe, and not ripe. Our proposed approach integrates computer vision, image processing, collaborative robotics, and a subcategory of artificial intelligence—transfer learning. The transfer learning-based model is trained to classify and recognize the crop in its maturity stages and locate the crop during real-time detection. Experimental results and analysis in real-world robot-assisted smart agriculture environments successfully demonstrated crop ripeness recognition accuracy, proving transfer learning could be utilized to effectively improve the efficiency and productivity of harvesting processes in the agricultural industry. The future work of this study is also discussed.",no,"The abstract implies the use of a custom dataset collected in a specific 'real-world robot-assisted' environment, which would not have global coverage.",
10.1109/ACCESS.2023.3313618,Digital Twin Application: Making a Virtual Pig House Toward Digital Livestock Farming,D. -Y. Jeong; S. -K. Jo; I. -B. Lee; H. Shin; J. -G. Kim,2023,"Digital twins, an emerging technology, are widely used in various industries. It builds a virtual space by mirroring a physical space and performs different simulations to solve problems that are complicated or impossible to solve in the physical space. Livestock farming in agriculture is evolving rapidly with the introduction of various information and communication technologies for digital farming. However, only few studies have examined the digital twin in terms of HVAC systems directly related to productivity in livestock farming. Here, we propose a novel digital twin framework for livestock farming focusing on pig houses. Livestock farming is one of perspective areas where digital twins can provide benefits for the growth of livestock and their operation in an efficient manner. To validate effect of the proposed digital twin framework for a pig house, we perform various simulations using a real-world dataset of a pig house. As a result of analyzing the energy demands for heating in pigsty based on the digital twin framework, the fan-coil unit was found to be the most energy efficient. In addition, when the optimal control of the HVAC system was applied, it was found to be more energy efficient than the conventional control method. The results obtained in this study show that our approach is superior to existing operational conventions, particularly in terms of energy efficiency.",no,"The abstract specifies the use of a 'real-world dataset of a pig house', which is inherently a local dataset and violates the global coverage criterion.",
10.23919/SpliTech58164.2023.10193124,FARM: A Prototype DSS Tool for Agriculture,E. Vanezi; M. Anastasiou; C. Mettouris; A. Kallenou; M. Dimitrova; G. A. Papadopoulos,2023,"Agriculture is a field that needs to be supported by technological tools. Digitalization in agriculture is the future of farming, and such support is a vital component of economic, social and environmental sustainability. Digital tools can assist not only big farming ventures but also small companies or individuals. Decision Support Systems (DSS) aim to reinforce decision analysis and decision-making. Such tools can allow farmers to better monitor the health of their livestock and crops. In the Erasmus+ Project FARM, we investigated the needs, drafted the specification, and designed a DSS tool with the aim to help in achieving better efficiency and improving the quality of decision-making in agriculture. We present our methodology, including a questionnaire survey for collecting the requirements, creating the design of the system database and system architecture, and developing the prototype tool in two levels, i.e., low fidelity and high fidelity. We conclude with a discussion of the prototype validation.",no,"The abstract describes the design of a software tool and its database, not the use or production of a shareable scientific dataset for analysis.",
10.1109/CSCE60160.2023.00239,Harnessing Big Data in Agriculture by Addressing Heterogeneity in Large-Scale Data Mining Techniques and Limitations,U. Ikhlaq; T. Kechadi,2023,"This study harnesses big data in fertilizer nutrient research by addressing data heterogeneity and introducing novel data mining techniques, such as Slice Separate and Link (SSL), Layer Linking Stream (LLS), and Separate Order Connect (SOC). Our large-scale data, characterized by volume, velocity, variety, and value, encompasses agroclimatic indices and farming features. The techniques effectively manage feature subsets, handle multi-time series complexities, and provide accurate nutrient application timeline predictions. This research overcomes limitations in large-scale data analysis, optimizing fertilizer applications, promoting sustainable agriculture, and enhancing resource management. The experimental results demonstrate the potential of these techniques to significantly improve the accuracy and reliability of fertilizer application timeline predictions across diverse agroclimatic conditions and crop types.",maybe,"The abstract mentions using large-scale agricultural data but does not specify the dataset's name or its geographical coverage, making it impossible to verify the exclusion criteria.",
10.1109/iCACCESS61735.2024.10499459,A Machine Learning Approach for Crop Yield and Disease Prediction Integrating Soil Nutrition and Weather Factors,F. U. Ahmed; A. Das; M. Zubair,2024,"The development of an intelligent agricultural decision-supporting system for crop selection and disease fore-casting in Bangladesh is the main objective of this work. The economy of the nation depends heavily on agriculture. However, choosing crops with better production rates and efficiently controlling crop disease are obstacles that farmers have to face. These issues are addressed in this research by utilizing machine learning methods and real-world datasets. The recommended approach uses a variety of datasets on the production of crops, soil conditions, agro-meteorological regions, crop disease, and meteorological factors. These datasets offer insightful information on disease trends, soil nutrition demand of crops, and agricultural production history. By incorporating this knowledge, the model first recommends the list of primarily selected crops based on the soil nutrition of a particular user location. Then the predictions of meteorological variables like temperature, rainfall, and humidity are made using SARIMAX models. These weather predictions are then used to forecast the possibilities of diseases for the primary crops list by utilizing the support vector classifier. Finally, the developed model makes use of the decision tree regression model to forecast crop yield and provides a final crop list along with associated possible disease forecast. Utilizing the outcome of the model, farmers may choose the best productive crops as well as prevent crop diseases and reduce output losses by taking preventive actions. Consequently, planning and decision-making processes are supported and farmers can predict possible crop yields. Overall, by offering a detailed decision support system for crop selection and disease prediction, this work can play a vital role in advancing agricultural practices in Bangladesh.",no,"The study uses datasets specifically for Bangladesh, which is national-only coverage, meeting an exclusion criterion.",
10.1109/CASE49997.2022.9926670,Towards Infield Navigation: leveraging simulated data for crop row detection,R. de Silva; G. Cielniak; J. Gao,2022,"Agricultural datasets for crop row detection are often bound by their limited number of images. This restricts the researchers from developing deep learning based models for precision agricultural tasks involving crop row detection. We suggest the utilization of small real-world datasets along with additional data generated by simulations to yield similar crop row detection performance as that of a model trained with a large real world dataset. Our method could reach the performance of a deep learning based crop row detection model trained with real-world data by using 60% less labelled real-world data. Our model performed well against field variations such as shadows, sunlight and growth stages. We introduce an automated pipeline to generate labelled images for crop row detection in simulation domain. An extensive comparison is done to analyze the contribution of simulated data towards reaching robust crop row detection in various real-world field scenarios.",maybe,The abstract mentions using real-world and simulated agricultural datasets but does not name them or specify their geographical coverage.,
10.1109/ACCESS.2023.3267803,A Reliable Data-Driven Control Method for Planting Temperature in Smart Agricultural Systems,H. Zhang; L. Zhang,2023,"With the rapid development of intelligent computing technologies, the smart agricultural systems has gradually received more research attention. Precisely controlling planting conditions via intelligent means, it is expected to technically improve reliability of smart agricultural systems. For this purpose, this paper introduces the idea of big data fusion, and proposes a reliable data-driven control method for planting temperature in smart agricultural systems. Firstly, a variety of sensors are used to collect the values of environmental factors such as air temperature and light intensity during the experiment, and the “Digi” wireless communication technology is used to transmit the data. Then, the collected data is sent to the server through the 5G module, and the important data of the growth process is stored in the MySQL database. Taking the cultivation of yams as the investigation object, experiments on the real-world data are utilized to evaluate the proposal. And it is shown that the propose framework can work well to control temperature for yam planting from the perspective of data fusion.",no,"The data is generated from a specific experiment for this study, indicating it is local data, which meets an exclusion criterion.",
